name,date,followers,followers_change
sentedcruz,"July 15, 2019",402702,123
sentedcruz,"July 14, 2019",402579,-47
sentedcruz,"July 13, 2019",402626,71
sentedcruz,"July 12, 2019",402555,35
sentedcruz,"July 11, 2019",402520,91
sentedcruz,"July 10, 2019",402429,174
sentedcruz,"July 9, 2019",402255,197
sentedcruz,"July 8, 2019",402058,185
sentedcruz,"July 7, 2019",401873,176
sentedcruz,"July 6, 2019",401697,667
sentedcruz,"July 5, 2019",401030,-212
sentedcruz,"July 4, 2019",401242,120
sentedcruz,"July 3, 2019",401122,268
sentedcruz,"July 2, 2019",400854,158
sentedcruz,"July 1, 2019",400696,88
sentedcruz,"June 30, 2019",400608,130
sentedcruz,"June 29, 2019",400478,333
sentedcruz,"June 28, 2019",400145,388
sentedcruz,"June 27, 2019",399757,151
sentedcruz,"June 26, 2019",399606,32
sentedcruz,"June 25, 2019",399574,88
sentedcruz,"June 24, 2019",399486,122
sentedcruz,"June 23, 2019",399364,100
sentedcruz,"June 22, 2019",399264,-5
sentedcruz,"June 21, 2019",399269,6
sentedcruz,"June 20, 2019",399263,-21
sentedcruz,"June 19, 2019",399284,76
sentedcruz,"June 18, 2019",399208,-16
sentedcruz,"June 17, 2019",399224,65
sentedcruz,"June 16, 2019",399159,145
sentedcruz,"June 15, 2019",399014,119
sentedcruz,"June 14, 2019",398895,111
sentedcruz,"June 13, 2019",398784,-404
sentedcruz,"June 12, 2019",399188,115
sentedcruz,"June 11, 2019",399073,85
sentedcruz,"June 10, 2019",398988,98
sentedcruz,"June 9, 2019",398890,39
sentedcruz,"June 8, 2019",398851,124
sentedcruz,"June 7, 2019",398727,90
sentedcruz,"June 6, 2019",398637,59
sentedcruz,"June 5, 2019",398578,86
sentedcruz,"June 4, 2019",398492,139
sentedcruz,"June 3, 2019",398353,174
sentedcruz,"June 2, 2019",398179,164
sentedcruz,"June 1, 2019",398015,303
sentedcruz,"May 31, 2019",397712,29
sentedcruz,"May 30, 2019",397683,247
sentedcruz,"May 29, 2019",397436,112
sentedcruz,"May 28, 2019",397324,209
sentedcruz,"May 27, 2019",397115,258
sentedcruz,"May 26, 2019",396857,230
sentedcruz,"May 25, 2019",396627,381
sentedcruz,"May 24, 2019",396246,333
sentedcruz,"May 23, 2019",395913,307
sentedcruz,"May 22, 2019",395606,380
sentedcruz,"May 21, 2019",395226,344
sentedcruz,"May 20, 2019",394882,343
sentedcruz,"May 19, 2019",394539,324
sentedcruz,"May 18, 2019",394215,200
sentedcruz,"May 17, 2019",394015,326
sentedcruz,"May 16, 2019",393689,236
sentedcruz,"May 15, 2019",393453,229
sentedcruz,"May 14, 2019",393224,444
sentedcruz,"May 13, 2019",392780,241
sentedcruz,"May 12, 2019",392539,369
sentedcruz,"May 11, 2019",392170,285
sentedcruz,"May 10, 2019",391885,484
sentedcruz,"May 9, 2019",391401,74
sentedcruz,"May 8, 2019",391327,309
sentedcruz,"May 7, 2019",391018,235
sentedcruz,"May 6, 2019",390783,223
sentedcruz,"May 5, 2019",390560,424
sentedcruz,"May 4, 2019",390136,497
sentedcruz,"May 3, 2019",389639,563
sentedcruz,"May 2, 2019",389076,488
sentedcruz,"May 1, 2019",388588,149
sentedcruz,"April 30, 2019",388439,350
sentedcruz,"April 29, 2019",388089,301
sentedcruz,"April 28, 2019",387788,250
sentedcruz,"April 27, 2019",387538,290
sentedcruz,"April 26, 2019",387248,285
sentedcruz,"April 25, 2019",386963,298
sentedcruz,"April 24, 2019",386665,433
sentedcruz,"April 23, 2019",386232,255
sentedcruz,"April 22, 2019",385977,404
sentedcruz,"April 21, 2019",385573,354
sentedcruz,"April 20, 2019",385219,238
sentedcruz,"April 19, 2019",384981,354
sentedcruz,"April 18, 2019",384627,315
sentedcruz,"April 17, 2019",384312,243
sentedcruz,"April 16, 2019",384069,314
sentedcruz,"April 15, 2019",383755,335
sentedcruz,"April 14, 2019",383420,397
sentedcruz,"April 13, 2019",383023,349
sentedcruz,"April 12, 2019",382674,391
sentedcruz,"April 11, 2019",382283,463
sentedcruz,"April 10, 2019",381820,561
sentedcruz,"April 9, 2019",381259,502
sentedcruz,"April 8, 2019",380757,424
sentedcruz,"April 7, 2019",380333,524
sentedcruz,"April 6, 2019",379809,543
sentedcruz,"April 5, 2019",379266,221
sentedcruz,"April 4, 2019",379045,565
sentedcruz,"April 3, 2019",378480,384
sentedcruz,"April 2, 2019",378096,449
sentedcruz,"April 1, 2019",377647,565
sentedcruz,"March 31, 2019",377082,712
sentedcruz,"March 30, 2019",376370,807
sentedcruz,"March 29, 2019",375563,850
sentedcruz,"March 28, 2019",374713,1010
sentedcruz,"March 27, 2019",373703,782
sentedcruz,"March 26, 2019",372921,783
sentedcruz,"March 25, 2019",372138,764
sentedcruz,"March 24, 2019",371374,465
sentedcruz,"March 23, 2019",370909,374
sentedcruz,"March 22, 2019",370535,353
sentedcruz,"March 21, 2019",370182,475
sentedcruz,"March 20, 2019",369707,495
sentedcruz,"March 19, 2019",369212,501
sentedcruz,"March 18, 2019",368711,393
sentedcruz,"March 17, 2019",368318,540
sentedcruz,"March 16, 2019",367778,538
sentedcruz,"March 15, 2019",367240,605
sentedcruz,"March 14, 2019",366635,322
sentedcruz,"March 13, 2019",366313,695
sentedcruz,"March 12, 2019",365618,586
sentedcruz,"March 11, 2019",365032,841
sentedcruz,"March 10, 2019",364191,924
sentedcruz,"March 9, 2019",363267,663
sentedcruz,"March 8, 2019",362604,661
sentedcruz,"March 7, 2019",361943,831
sentedcruz,"March 6, 2019",361112,652
sentedcruz,"March 5, 2019",360460,726
sentedcruz,"March 4, 2019",359734,1004
sentedcruz,"March 3, 2019",358730,0
