name,date,followers,followers_change
realdonaldtrump,"October 29, 2019",15136397,26433
realdonaldtrump,"October 28, 2019",15109964,18297
realdonaldtrump,"October 27, 2019",15091667,6260
realdonaldtrump,"October 26, 2019",15085407,4409
realdonaldtrump,"October 25, 2019",15080998,5233
realdonaldtrump,"October 24, 2019",15075765,7575
realdonaldtrump,"October 23, 2019",15068190,6945
realdonaldtrump,"October 22, 2019",15061245,9917
realdonaldtrump,"October 21, 2019",15051328,8362
realdonaldtrump,"October 20, 2019",15042966,6785
realdonaldtrump,"October 19, 2019",15036181,7998
realdonaldtrump,"October 18, 2019",15028183,11702
realdonaldtrump,"October 17, 2019",15016481,9220
realdonaldtrump,"October 16, 2019",15007261,9483
realdonaldtrump,"October 15, 2019",14997778,8781
realdonaldtrump,"October 14, 2019",14988997,18139
realdonaldtrump,"October 13, 2019",14970858,9700
realdonaldtrump,"October 12, 2019",14961158,2834
realdonaldtrump,"October 11, 2019",14958324,12548
realdonaldtrump,"October 10, 2019",14945776,9505
realdonaldtrump,"October 9, 2019",14936271,10822
realdonaldtrump,"October 8, 2019",14925449,10932
realdonaldtrump,"October 7, 2019",14914517,11489
realdonaldtrump,"October 6, 2019",14903028,12161
realdonaldtrump,"October 5, 2019",14890867,6512
realdonaldtrump,"October 4, 2019",14884355,17735
realdonaldtrump,"October 3, 2019",14866620,23632
realdonaldtrump,"October 2, 2019",14842988,40019
realdonaldtrump,"October 1, 2019",14802969,9536
realdonaldtrump,"September 30, 2019",14793433,12613
realdonaldtrump,"September 29, 2019",14780820,9804
realdonaldtrump,"September 28, 2019",14771016,10895
realdonaldtrump,"September 27, 2019",14760121,13405
realdonaldtrump,"September 26, 2019",14746716,18678
realdonaldtrump,"September 25, 2019",14728038,31668
realdonaldtrump,"September 24, 2019",14696370,26257
realdonaldtrump,"September 23, 2019",14670113,13982
realdonaldtrump,"September 22, 2019",14656131,9339
realdonaldtrump,"September 21, 2019",14646792,11311
realdonaldtrump,"September 20, 2019",14635481,12207
realdonaldtrump,"September 19, 2019",14623274,8413
realdonaldtrump,"September 18, 2019",14614861,6721
realdonaldtrump,"September 17, 2019",14608140,11837
realdonaldtrump,"September 16, 2019",14596303,6186
realdonaldtrump,"September 15, 2019",14590117,6439
realdonaldtrump,"September 14, 2019",14583678,9287
realdonaldtrump,"September 13, 2019",14574391,15943
realdonaldtrump,"September 12, 2019",14558448,40352
realdonaldtrump,"September 11, 2019",14518096,5050
realdonaldtrump,"September 10, 2019",14513046,6913
realdonaldtrump,"September 9, 2019",14506133,10059
realdonaldtrump,"September 8, 2019",14496074,9632
realdonaldtrump,"September 7, 2019",14486442,9521
realdonaldtrump,"September 6, 2019",14476921,11018
realdonaldtrump,"September 5, 2019",14465903,8606
realdonaldtrump,"September 4, 2019",14457297,7792
realdonaldtrump,"September 3, 2019",14449505,7799
realdonaldtrump,"September 2, 2019",14441706,8124
realdonaldtrump,"September 1, 2019",14433582,12584
realdonaldtrump,"August 31, 2019",14420998,8710
realdonaldtrump,"August 30, 2019",14412288,13824
realdonaldtrump,"August 29, 2019",14398464,12829
realdonaldtrump,"August 28, 2019",14385635,24241
realdonaldtrump,"August 27, 2019",14361394,41630
realdonaldtrump,"August 26, 2019",14319764,11039
realdonaldtrump,"August 25, 2019",14308725,15195
realdonaldtrump,"August 24, 2019",14293530,14270
realdonaldtrump,"August 23, 2019",14279260,10060
realdonaldtrump,"August 22, 2019",14269200,10675
realdonaldtrump,"August 21, 2019",14258525,19575
realdonaldtrump,"August 20, 2019",14238950,10073
realdonaldtrump,"August 19, 2019",14228877,8971
realdonaldtrump,"August 18, 2019",14219906,7400
realdonaldtrump,"August 17, 2019",14212506,7634
realdonaldtrump,"August 16, 2019",14204872,9535
realdonaldtrump,"August 15, 2019",14195337,9351
realdonaldtrump,"August 14, 2019",14185986,9350
realdonaldtrump,"August 13, 2019",14176636,9318
realdonaldtrump,"August 12, 2019",14167318,7254
realdonaldtrump,"August 11, 2019",14160064,7949
realdonaldtrump,"August 10, 2019",14152115,10708
realdonaldtrump,"August 9, 2019",14141407,11141
realdonaldtrump,"August 8, 2019",14130266,8106
realdonaldtrump,"August 7, 2019",14122160,9601
realdonaldtrump,"August 6, 2019",14112559,13505
realdonaldtrump,"August 5, 2019",14099054,14993
realdonaldtrump,"August 4, 2019",14084061,17048
realdonaldtrump,"August 3, 2019",14067013,22721
realdonaldtrump,"August 2, 2019",14044292,10227
realdonaldtrump,"August 1, 2019",14034065,8934
realdonaldtrump,"July 31, 2019",14025131,12977
realdonaldtrump,"July 30, 2019",14012154,12828
realdonaldtrump,"July 29, 2019",13999326,17925
realdonaldtrump,"July 28, 2019",13981401,17365
realdonaldtrump,"July 27, 2019",13964036,15374
realdonaldtrump,"July 26, 2019",13948662,16242
realdonaldtrump,"July 25, 2019",13932420,15027
realdonaldtrump,"July 24, 2019",13917393,19400
realdonaldtrump,"July 23, 2019",13897993,17515
realdonaldtrump,"July 22, 2019",13880478,10027
realdonaldtrump,"July 21, 2019",13870451,14814
realdonaldtrump,"July 20, 2019",13855637,14313
realdonaldtrump,"July 19, 2019",13841324,10613
realdonaldtrump,"July 18, 2019",13830711,10678
realdonaldtrump,"July 17, 2019",13820033,13449
realdonaldtrump,"July 16, 2019",13806584,11118
realdonaldtrump,"July 15, 2019",13795466,9799
realdonaldtrump,"July 14, 2019",13785667,10620
realdonaldtrump,"July 13, 2019",13775047,9497
realdonaldtrump,"July 12, 2019",13765550,12969
realdonaldtrump,"July 11, 2019",13752581,12120
realdonaldtrump,"July 10, 2019",13740461,13639
realdonaldtrump,"July 9, 2019",13726822,15300
realdonaldtrump,"July 8, 2019",13711522,17500
realdonaldtrump,"July 7, 2019",13694022,16943
realdonaldtrump,"July 6, 2019",13677079,12908
realdonaldtrump,"July 5, 2019",13664171,25520
realdonaldtrump,"July 4, 2019",13638651,18208
realdonaldtrump,"July 3, 2019",13620443,21526
realdonaldtrump,"July 2, 2019",13598917,23178
realdonaldtrump,"July 1, 2019",13575739,28033
realdonaldtrump,"June 30, 2019",13547706,21227
realdonaldtrump,"June 29, 2019",13526479,94365
realdonaldtrump,"June 28, 2019",13432114,21432
realdonaldtrump,"June 27, 2019",13410682,10113
realdonaldtrump,"June 26, 2019",13400569,13182
realdonaldtrump,"June 25, 2019",13387387,11985
realdonaldtrump,"June 24, 2019",13375402,17846
realdonaldtrump,"June 23, 2019",13357556,21419
realdonaldtrump,"June 22, 2019",13336137,22433
realdonaldtrump,"June 21, 2019",13313704,17146
realdonaldtrump,"June 20, 2019",13296558,10691
realdonaldtrump,"June 19, 2019",13285867,12560
realdonaldtrump,"June 18, 2019",13273307,10205
realdonaldtrump,"June 17, 2019",13263102,12583
realdonaldtrump,"June 16, 2019",13250519,12690
realdonaldtrump,"June 15, 2019",13237829,17090
realdonaldtrump,"June 14, 2019",13220739,4892
realdonaldtrump,"June 13, 2019",13215847,10752
realdonaldtrump,"June 12, 2019",13205095,7046
realdonaldtrump,"June 11, 2019",13198049,10904
realdonaldtrump,"June 10, 2019",13187145,12209
realdonaldtrump,"June 9, 2019",13174936,9658
realdonaldtrump,"June 8, 2019",13165278,7831
realdonaldtrump,"June 7, 2019",13157447,8072
realdonaldtrump,"June 6, 2019",13149375,13116
realdonaldtrump,"June 5, 2019",13136259,18956
realdonaldtrump,"June 4, 2019",13117303,19352
realdonaldtrump,"June 3, 2019",13097951,9733
realdonaldtrump,"June 2, 2019",13088218,8641
realdonaldtrump,"June 1, 2019",13079577,7693
realdonaldtrump,"May 31, 2019",13071884,7857
realdonaldtrump,"May 30, 2019",13064027,8213
realdonaldtrump,"May 29, 2019",13055814,9534
realdonaldtrump,"May 28, 2019",13046280,10470
realdonaldtrump,"May 27, 2019",13035810,10223
realdonaldtrump,"May 26, 2019",13025587,9694
realdonaldtrump,"May 25, 2019",13015893,8110
realdonaldtrump,"May 24, 2019",13007783,10525
realdonaldtrump,"May 23, 2019",12997258,8775
realdonaldtrump,"May 22, 2019",12988483,9942
realdonaldtrump,"May 21, 2019",12978541,16099
realdonaldtrump,"May 20, 2019",12962442,14735
realdonaldtrump,"May 19, 2019",12947707,11238
realdonaldtrump,"May 18, 2019",12936469,9877
realdonaldtrump,"May 17, 2019",12926592,13662
realdonaldtrump,"May 16, 2019",12912930,15869
realdonaldtrump,"May 15, 2019",12897061,10660
realdonaldtrump,"May 14, 2019",12886401,9656
realdonaldtrump,"May 13, 2019",12876745,6295
realdonaldtrump,"May 12, 2019",12870450,11745
realdonaldtrump,"May 11, 2019",12858705,8407
realdonaldtrump,"May 10, 2019",12850298,10974
realdonaldtrump,"May 9, 2019",12839324,7197
realdonaldtrump,"May 8, 2019",12832127,3971
realdonaldtrump,"May 7, 2019",12828156,7813
realdonaldtrump,"May 6, 2019",12820343,8408
realdonaldtrump,"May 5, 2019",12811935,7209
realdonaldtrump,"May 4, 2019",12804726,6015
realdonaldtrump,"May 3, 2019",12798711,7067
realdonaldtrump,"May 2, 2019",12791644,8302
realdonaldtrump,"May 1, 2019",12783342,10119
realdonaldtrump,"April 30, 2019",12773223,6802
realdonaldtrump,"April 29, 2019",12766421,5357
realdonaldtrump,"April 28, 2019",12761064,5941
realdonaldtrump,"April 27, 2019",12755123,4906
realdonaldtrump,"April 26, 2019",12750217,7628
realdonaldtrump,"April 25, 2019",12742589,7075
realdonaldtrump,"April 24, 2019",12735514,6350
realdonaldtrump,"April 23, 2019",12729164,7068
realdonaldtrump,"April 22, 2019",12722096,7081
realdonaldtrump,"April 21, 2019",12715015,3747
realdonaldtrump,"April 20, 2019",12711268,7272
realdonaldtrump,"April 19, 2019",12703996,8493
realdonaldtrump,"April 18, 2019",12695503,7008
realdonaldtrump,"April 17, 2019",12688495,8956
realdonaldtrump,"April 16, 2019",12679539,8647
realdonaldtrump,"April 15, 2019",12670892,6095
realdonaldtrump,"April 14, 2019",12664797,7305
realdonaldtrump,"April 13, 2019",12657492,3805
realdonaldtrump,"April 12, 2019",12653687,6123
realdonaldtrump,"April 11, 2019",12647564,7900
realdonaldtrump,"April 10, 2019",12639664,9795
realdonaldtrump,"April 9, 2019",12629869,7169
realdonaldtrump,"April 8, 2019",12622700,6592
realdonaldtrump,"April 7, 2019",12616108,7589
realdonaldtrump,"April 6, 2019",12608519,4914
realdonaldtrump,"April 5, 2019",12603605,12911
realdonaldtrump,"April 4, 2019",12590694,9091
realdonaldtrump,"April 3, 2019",12581603,7269
realdonaldtrump,"April 2, 2019",12574334,6724
realdonaldtrump,"April 1, 2019",12567610,8136
realdonaldtrump,"March 31, 2019",12559474,9512
realdonaldtrump,"March 30, 2019",12549962,9963
realdonaldtrump,"March 29, 2019",12539999,11102
realdonaldtrump,"March 28, 2019",12528897,9139
realdonaldtrump,"March 27, 2019",12519758,8052
realdonaldtrump,"March 26, 2019",12511706,7912
realdonaldtrump,"March 25, 2019",12503794,8362
realdonaldtrump,"March 24, 2019",12495432,8735
realdonaldtrump,"March 23, 2019",12486697,7453
realdonaldtrump,"March 22, 2019",12479244,10139
realdonaldtrump,"March 21, 2019",12469105,22445
realdonaldtrump,"March 20, 2019",12446660,40394
realdonaldtrump,"March 19, 2019",12406266,7865
realdonaldtrump,"March 18, 2019",12398401,4372
realdonaldtrump,"March 17, 2019",12394029,7717
realdonaldtrump,"March 16, 2019",12386312,7134
realdonaldtrump,"March 15, 2019",12379178,10333
realdonaldtrump,"March 14, 2019",12368845,3665
realdonaldtrump,"March 13, 2019",12365180,8760
realdonaldtrump,"March 12, 2019",12356420,8213
realdonaldtrump,"March 11, 2019",12348207,20915
realdonaldtrump,"March 10, 2019",12327292,38537
realdonaldtrump,"March 9, 2019",12288755,9628
realdonaldtrump,"March 8, 2019",12279127,8612
realdonaldtrump,"March 7, 2019",12270515,9654
realdonaldtrump,"March 6, 2019",12260861,6838
realdonaldtrump,"March 5, 2019",12254023,7582
realdonaldtrump,"March 4, 2019",12246441,10672
realdonaldtrump,"March 3, 2019",12235769,10562
realdonaldtrump,"March 2, 2019",12225207,10179
realdonaldtrump,"March 1, 2019",12215028,16316
realdonaldtrump,"February 28, 2019",12198712,18434
realdonaldtrump,"February 27, 2019",12180278,27677
realdonaldtrump,"February 26, 2019",12152601,30951
realdonaldtrump,"February 25, 2019",12121650,25870
realdonaldtrump,"February 24, 2019",12095780,40103
realdonaldtrump,"February 23, 2019",12055677,10797
realdonaldtrump,"February 22, 2019",12044880,10603
realdonaldtrump,"February 21, 2019",12034277,15910
realdonaldtrump,"February 20, 2019",12018367,14945
realdonaldtrump,"February 19, 2019",12003422,19668
realdonaldtrump,"February 18, 2019",11983754,9720
realdonaldtrump,"February 17, 2019",11974034,10360
realdonaldtrump,"February 16, 2019",11963674,8557
realdonaldtrump,"February 15, 2019",11955117,8501
realdonaldtrump,"February 14, 2019",11946616,8909
realdonaldtrump,"February 13, 2019",11937707,12863
realdonaldtrump,"February 12, 2019",11924844,13258
realdonaldtrump,"February 11, 2019",11911586,11167
realdonaldtrump,"February 10, 2019",11900419,11757
realdonaldtrump,"February 9, 2019",11888662,7821
realdonaldtrump,"February 8, 2019",11880841,8370
realdonaldtrump,"February 7, 2019",11872471,17883
realdonaldtrump,"February 6, 2019",11854588,4081
realdonaldtrump,"February 5, 2019",11850507,15241
realdonaldtrump,"February 4, 2019",11835266,16186
realdonaldtrump,"February 3, 2019",11819080,8216
realdonaldtrump,"February 2, 2019",11810864,11699
realdonaldtrump,"February 1, 2019",11799165,12834
realdonaldtrump,"January 31, 2019",11786331,19484
realdonaldtrump,"January 30, 2019",11766847,14351
realdonaldtrump,"January 29, 2019",11752496,11227
realdonaldtrump,"January 28, 2019",11741269,13674
realdonaldtrump,"January 27, 2019",11727595,19919
realdonaldtrump,"January 26, 2019",11707676,16969
realdonaldtrump,"January 25, 2019",11690707,23637
realdonaldtrump,"January 24, 2019",11667070,43040
realdonaldtrump,"January 23, 2019",11624030,13842
realdonaldtrump,"January 22, 2019",11610188,15929
realdonaldtrump,"January 21, 2019",11594259,13797
realdonaldtrump,"January 20, 2019",11580462,15996
realdonaldtrump,"January 19, 2019",11564466,17755
realdonaldtrump,"January 18, 2019",11546711,22073
realdonaldtrump,"January 17, 2019",11524638,18215
realdonaldtrump,"January 16, 2019",11506423,20879
realdonaldtrump,"January 15, 2019",11485544,17179
realdonaldtrump,"January 14, 2019",11468365,16753
realdonaldtrump,"January 13, 2019",11451612,15162
realdonaldtrump,"January 12, 2019",11436450,15128
realdonaldtrump,"January 11, 2019",11421322,18032
realdonaldtrump,"January 10, 2019",11403290,11545
realdonaldtrump,"January 9, 2019",11391745,12207
realdonaldtrump,"January 8, 2019",11379538,13107
realdonaldtrump,"January 7, 2019",11366431,14194
realdonaldtrump,"January 6, 2019",11352237,14659
realdonaldtrump,"January 5, 2019",11337578,34287
realdonaldtrump,"January 4, 2019",11303291,56653
realdonaldtrump,"January 3, 2019",11246638,18452
realdonaldtrump,"January 2, 2019",11228186,36979
realdonaldtrump,"January 1, 2019",11191207,11417
realdonaldtrump,"December 31, 2018",11179790,9751
realdonaldtrump,"December 30, 2018",11170039,10866
realdonaldtrump,"December 29, 2018",11159173,13152
sentedcruz,"May 11, 2020",473988,151
sentedcruz,"May 10, 2020",473837,393
sentedcruz,"May 9, 2020",473444,639
sentedcruz,"May 8, 2020",472805,105
sentedcruz,"May 7, 2020",472700,160
sentedcruz,"May 6, 2020",472540,104
sentedcruz,"May 5, 2020",472436,73
sentedcruz,"May 4, 2020",472363,88
sentedcruz,"May 3, 2020",472275,99
sentedcruz,"May 2, 2020",472176,108
sentedcruz,"May 1, 2020",472068,150
sentedcruz,"April 30, 2020",471918,209
sentedcruz,"April 29, 2020",471709,269
sentedcruz,"April 28, 2020",471440,181
sentedcruz,"April 27, 2020",471259,253
sentedcruz,"April 26, 2020",471006,181
sentedcruz,"April 25, 2020",470825,186
sentedcruz,"April 24, 2020",470639,208
sentedcruz,"April 23, 2020",470431,268
sentedcruz,"April 22, 2020",470163,380
sentedcruz,"April 21, 2020",469783,367
sentedcruz,"April 20, 2020",469416,398
sentedcruz,"April 19, 2020",469018,402
sentedcruz,"April 18, 2020",468616,385
sentedcruz,"April 17, 2020",468231,399
sentedcruz,"April 16, 2020",467832,295
sentedcruz,"April 15, 2020",467537,233
sentedcruz,"April 14, 2020",467304,153
sentedcruz,"April 13, 2020",467151,118
sentedcruz,"April 12, 2020",467033,219
sentedcruz,"April 11, 2020",466814,105
sentedcruz,"April 10, 2020",466709,4
sentedcruz,"April 9, 2020",466705,198
sentedcruz,"April 8, 2020",466507,214
sentedcruz,"April 7, 2020",466293,134
sentedcruz,"April 6, 2020",466159,196
sentedcruz,"April 5, 2020",465963,153
sentedcruz,"April 4, 2020",465810,170
sentedcruz,"April 3, 2020",465640,114
sentedcruz,"April 2, 2020",465526,124
sentedcruz,"April 1, 2020",465402,125
sentedcruz,"March 31, 2020",465277,156
sentedcruz,"March 30, 2020",465121,171
sentedcruz,"March 29, 2020",464950,193
sentedcruz,"March 28, 2020",464757,221
sentedcruz,"March 27, 2020",464536,194
sentedcruz,"March 26, 2020",464342,429
sentedcruz,"March 25, 2020",463913,1058
sentedcruz,"March 24, 2020",462855,445
sentedcruz,"March 23, 2020",462410,228
sentedcruz,"March 22, 2020",462182,60
sentedcruz,"March 21, 2020",462122,247
sentedcruz,"March 20, 2020",461875,250
sentedcruz,"March 19, 2020",461625,183
sentedcruz,"March 18, 2020",461442,274
sentedcruz,"March 17, 2020",461168,302
sentedcruz,"March 16, 2020",460866,452
sentedcruz,"March 15, 2020",460414,355
sentedcruz,"March 14, 2020",460059,314
sentedcruz,"March 13, 2020",459745,309
sentedcruz,"March 12, 2020",459436,253
sentedcruz,"March 11, 2020",459183,228
sentedcruz,"March 10, 2020",458955,236
sentedcruz,"March 9, 2020",458719,250
sentedcruz,"March 8, 2020",458469,331
sentedcruz,"March 7, 2020",458138,397
sentedcruz,"March 6, 2020",457741,180
sentedcruz,"March 5, 2020",457561,607
sentedcruz,"March 4, 2020",456954,228
sentedcruz,"March 3, 2020",456726,507
sentedcruz,"March 2, 2020",456219,402
sentedcruz,"March 1, 2020",455817,245
sentedcruz,"February 29, 2020",455572,408
sentedcruz,"February 28, 2020",455164,472
sentedcruz,"February 27, 2020",454692,241
sentedcruz,"February 26, 2020",454451,376
sentedcruz,"February 25, 2020",454075,430
sentedcruz,"February 24, 2020",453645,337
sentedcruz,"February 23, 2020",453308,330
sentedcruz,"February 22, 2020",452978,225
sentedcruz,"February 21, 2020",452753,269
sentedcruz,"February 20, 2020",452484,305
sentedcruz,"February 19, 2020",452179,297
sentedcruz,"February 18, 2020",451882,286
sentedcruz,"February 17, 2020",451596,336
sentedcruz,"February 16, 2020",451260,592
sentedcruz,"February 15, 2020",450668,342
sentedcruz,"February 14, 2020",450326,264
sentedcruz,"February 13, 2020",450062,187
sentedcruz,"February 12, 2020",449875,225
sentedcruz,"February 11, 2020",449650,6
sentedcruz,"February 10, 2020",449644,729
sentedcruz,"February 8, 2020",448915,548
sentedcruz,"February 7, 2020",448367,501
sentedcruz,"February 6, 2020",447866,1040
sentedcruz,"February 5, 2020",446826,786
sentedcruz,"February 4, 2020",446040,303
sentedcruz,"February 3, 2020",445737,443
sentedcruz,"February 2, 2020",445294,482
sentedcruz,"February 1, 2020",444812,717
sentedcruz,"January 31, 2020",444095,1072
sentedcruz,"January 30, 2020",443023,531
sentedcruz,"January 29, 2020",442492,1121
sentedcruz,"January 28, 2020",441371,2166
sentedcruz,"January 27, 2020",439205,775
sentedcruz,"January 26, 2020",438430,1052
sentedcruz,"January 25, 2020",437378,1060
sentedcruz,"January 24, 2020",436318,1266
sentedcruz,"January 23, 2020",435052,1272
sentedcruz,"January 22, 2020",433780,1389
sentedcruz,"January 21, 2020",432391,1581
sentedcruz,"January 20, 2020",430810,1700
sentedcruz,"January 19, 2020",429110,1205
sentedcruz,"January 18, 2020",427905,640
sentedcruz,"January 17, 2020",427265,700
sentedcruz,"January 16, 2020",426565,381
sentedcruz,"January 15, 2020",426184,354
sentedcruz,"January 14, 2020",425830,231
sentedcruz,"January 13, 2020",425599,161
sentedcruz,"January 12, 2020",425438,180
sentedcruz,"January 11, 2020",425258,48
sentedcruz,"January 10, 2020",425210,257
sentedcruz,"January 9, 2020",424953,438
sentedcruz,"January 8, 2020",424515,371
sentedcruz,"January 7, 2020",424144,140
sentedcruz,"January 6, 2020",424004,258
sentedcruz,"January 5, 2020",423746,233
sentedcruz,"January 4, 2020",423513,491
sentedcruz,"January 3, 2020",423022,522
sentedcruz,"January 2, 2020",422500,595
sentedcruz,"January 1, 2020",421905,90
sentedcruz,"December 31, 2019",421815,71
sentedcruz,"December 30, 2019",421744,85
sentedcruz,"December 29, 2019",421659,79
sentedcruz,"December 28, 2019",421580,92
sentedcruz,"December 27, 2019",421488,131
sentedcruz,"December 26, 2019",421357,58
sentedcruz,"December 25, 2019",421299,181
sentedcruz,"December 24, 2019",421118,208
sentedcruz,"December 23, 2019",420910,292
sentedcruz,"December 22, 2019",420618,462
sentedcruz,"December 21, 2019",420156,1012
sentedcruz,"December 20, 2019",419144,2816
sentedcruz,"December 19, 2019",416328,182
sentedcruz,"December 18, 2019",416146,102
sentedcruz,"December 17, 2019",416044,47
sentedcruz,"December 16, 2019",415997,103
sentedcruz,"December 15, 2019",415894,145
sentedcruz,"December 14, 2019",415749,175
sentedcruz,"December 13, 2019",415574,372
sentedcruz,"December 12, 2019",415202,474
sentedcruz,"December 11, 2019",414728,112
sentedcruz,"December 10, 2019",414616,112
sentedcruz,"December 9, 2019",414504,196
sentedcruz,"December 8, 2019",414308,20
sentedcruz,"December 7, 2019",414288,74
sentedcruz,"December 6, 2019",414214,82
sentedcruz,"December 5, 2019",414132,81
sentedcruz,"December 4, 2019",414051,-491
sentedcruz,"December 3, 2019",414542,762
sentedcruz,"December 2, 2019",413780,57
sentedcruz,"December 1, 2019",413723,61
sentedcruz,"November 30, 2019",413662,139
sentedcruz,"November 29, 2019",413523,230
sentedcruz,"November 28, 2019",413293,50
sentedcruz,"November 27, 2019",413243,141
sentedcruz,"November 26, 2019",413102,103
sentedcruz,"November 25, 2019",412999,255
sentedcruz,"November 24, 2019",412744,171
sentedcruz,"November 23, 2019",412573,211
sentedcruz,"November 22, 2019",412362,203
sentedcruz,"November 21, 2019",412159,144
sentedcruz,"November 20, 2019",412015,0
sentedcruz,"November 19, 2019",412015,148
sentedcruz,"November 18, 2019",411867,179
sentedcruz,"November 17, 2019",411688,134
sentedcruz,"November 16, 2019",411554,131
sentedcruz,"November 15, 2019",411423,90
sentedcruz,"November 14, 2019",411333,113
sentedcruz,"November 13, 2019",411220,93
sentedcruz,"November 12, 2019",411127,43
sentedcruz,"November 11, 2019",411084,44
sentedcruz,"November 10, 2019",411040,101
sentedcruz,"November 9, 2019",410939,116
sentedcruz,"November 8, 2019",410823,59
sentedcruz,"November 7, 2019",410764,51
sentedcruz,"November 6, 2019",410713,14
sentedcruz,"November 5, 2019",410699,56
sentedcruz,"November 4, 2019",410643,29
sentedcruz,"November 3, 2019",410614,78
sentedcruz,"November 2, 2019",410536,59
sentedcruz,"November 1, 2019",410477,63
sentedcruz,"October 31, 2019",410414,78
sentedcruz,"October 30, 2019",410336,157
sentedcruz,"October 29, 2019",410179,97
sentedcruz,"October 28, 2019",410082,152
sentedcruz,"October 27, 2019",409930,122
sentedcruz,"October 26, 2019",409808,167
sentedcruz,"October 25, 2019",409641,243
sentedcruz,"October 24, 2019",409398,325
sentedcruz,"October 23, 2019",409073,510
sentedcruz,"October 22, 2019",408563,105
sentedcruz,"October 21, 2019",408458,107
sentedcruz,"October 20, 2019",408351,125
sentedcruz,"October 19, 2019",408226,85
sentedcruz,"October 18, 2019",408141,212
sentedcruz,"October 17, 2019",407929,269
sentedcruz,"October 16, 2019",407660,187
sentedcruz,"October 15, 2019",407473,118
sentedcruz,"October 14, 2019",407355,154
sentedcruz,"October 13, 2019",407201,311
sentedcruz,"October 12, 2019",406890,19
sentedcruz,"October 11, 2019",406871,83
sentedcruz,"October 10, 2019",406788,199
sentedcruz,"October 9, 2019",406589,187
sentedcruz,"October 8, 2019",406402,216
sentedcruz,"October 7, 2019",406186,274
sentedcruz,"October 6, 2019",405912,348
sentedcruz,"October 5, 2019",405564,218
sentedcruz,"October 4, 2019",405346,357
sentedcruz,"October 3, 2019",404989,380
sentedcruz,"October 2, 2019",404609,322
sentedcruz,"October 1, 2019",404287,192
sentedcruz,"September 30, 2019",404095,195
sentedcruz,"September 29, 2019",403900,92
sentedcruz,"September 28, 2019",403808,255
sentedcruz,"September 27, 2019",403553,223
sentedcruz,"September 26, 2019",403330,276
sentedcruz,"September 25, 2019",403054,99
sentedcruz,"September 24, 2019",402955,97
sentedcruz,"September 23, 2019",402858,70
sentedcruz,"September 22, 2019",402788,13
sentedcruz,"September 21, 2019",402775,24
sentedcruz,"September 20, 2019",402751,37
sentedcruz,"September 19, 2019",402714,-102
sentedcruz,"September 18, 2019",402816,-71
sentedcruz,"September 17, 2019",402887,-62
sentedcruz,"September 16, 2019",402949,7
sentedcruz,"September 15, 2019",402942,-17
sentedcruz,"September 14, 2019",402959,23
sentedcruz,"September 13, 2019",402936,151
sentedcruz,"September 12, 2019",402785,8
sentedcruz,"September 11, 2019",402777,80
sentedcruz,"September 10, 2019",402697,-66
sentedcruz,"September 9, 2019",402763,-13
sentedcruz,"September 8, 2019",402776,-3
sentedcruz,"September 7, 2019",402779,3
sentedcruz,"September 6, 2019",402776,59
sentedcruz,"September 5, 2019",402717,86
sentedcruz,"September 4, 2019",402631,228
sentedcruz,"September 3, 2019",402403,253
sentedcruz,"September 2, 2019",402150,-82
sentedcruz,"September 1, 2019",402232,-73
sentedcruz,"August 31, 2019",402305,-119
sentedcruz,"August 30, 2019",402424,-45
sentedcruz,"August 29, 2019",402469,-27
sentedcruz,"August 28, 2019",402496,-58
sentedcruz,"August 27, 2019",402554,-30
sentedcruz,"August 26, 2019",402584,-41
sentedcruz,"August 25, 2019",402625,30
sentedcruz,"August 24, 2019",402595,-114
sentedcruz,"August 23, 2019",402709,-36
sentedcruz,"August 22, 2019",402745,-56
sentedcruz,"August 21, 2019",402801,-34
sentedcruz,"August 20, 2019",402835,-85
sentedcruz,"August 19, 2019",402920,-101
sentedcruz,"August 18, 2019",403021,-39
sentedcruz,"August 17, 2019",403060,-109
sentedcruz,"August 16, 2019",403169,27
sentedcruz,"August 15, 2019",403142,-33
sentedcruz,"August 14, 2019",403175,-54
sentedcruz,"August 13, 2019",403229,-54
sentedcruz,"August 12, 2019",403283,-82
sentedcruz,"August 11, 2019",403365,-92
sentedcruz,"August 10, 2019",403457,15
sentedcruz,"August 9, 2019",403442,-26
sentedcruz,"August 8, 2019",403468,40
sentedcruz,"August 7, 2019",403428,-132
sentedcruz,"August 6, 2019",403560,-29
sentedcruz,"August 5, 2019",403589,-72
sentedcruz,"August 4, 2019",403661,2
sentedcruz,"August 3, 2019",403659,-24
sentedcruz,"August 2, 2019",403683,-3
sentedcruz,"August 1, 2019",403686,-73
sentedcruz,"July 31, 2019",403759,68
sentedcruz,"July 30, 2019",403691,-72
sentedcruz,"July 29, 2019",403763,-6
sentedcruz,"July 28, 2019",403769,-77
sentedcruz,"July 27, 2019",403846,28
sentedcruz,"July 26, 2019",403818,80
sentedcruz,"July 25, 2019",403738,33
sentedcruz,"July 24, 2019",403705,158
sentedcruz,"July 23, 2019",403547,254
sentedcruz,"July 22, 2019",403293,-8
sentedcruz,"July 21, 2019",403301,80
sentedcruz,"July 20, 2019",403221,171
sentedcruz,"July 19, 2019",403050,150
sentedcruz,"July 18, 2019",402900,163
sentedcruz,"July 17, 2019",402737,99
sentedcruz,"July 16, 2019",402638,-64
