"","identifier","Politician","date","word","sentiment","event_index"
"1",1,"Barack Obama",2020-05-08,"medical","anticipation","8"
"2",1,"Barack Obama",2020-05-08,"medical","fear","8"
"3",1,"Barack Obama",2020-05-08,"medical","positive","8"
"4",1,"Barack Obama",2020-05-08,"medical","trust","8"
"5",1,"Barack Obama",2020-05-08,"continue","anticipation","8"
"6",1,"Barack Obama",2020-05-08,"continue","positive","8"
"7",1,"Barack Obama",2020-05-08,"continue","trust","8"
"8",1,"Barack Obama",2020-05-08,"grateful","positive","8"
"9",1,"Barack Obama",2020-05-08,"safe","joy","8"
"10",1,"Barack Obama",2020-05-08,"safe","positive","8"
"11",1,"Barack Obama",2020-05-08,"safe","trust","8"
"12",1,"Barack Obama",2020-05-08,"physician","positive","8"
"13",1,"Barack Obama",2020-05-08,"physician","trust","8"
"14",1,"Barack Obama",2020-05-08,"hospital","fear","8"
"15",1,"Barack Obama",2020-05-08,"hospital","sadness","8"
"16",1,"Barack Obama",2020-05-08,"hospital","trust","8"
"17",1,"Barack Obama",2020-05-08,"difficult","fear","8"
"18",1,"Barack Obama",2020-05-08,"hospital","fear","8"
"19",1,"Barack Obama",2020-05-08,"hospital","sadness","8"
"20",1,"Barack Obama",2020-05-08,"hospital","trust","8"
"21",1,"Barack Obama",2020-05-08,"hospital","fear","8"
"22",1,"Barack Obama",2020-05-08,"hospital","sadness","8"
"23",1,"Barack Obama",2020-05-08,"hospital","trust","8"
"24",1,"Barack Obama",2020-05-08,"county","trust","8"
"25",1,"Barack Obama",2020-05-08,"communicate","positive","8"
"26",1,"Barack Obama",2020-05-08,"communicate","trust","8"
"27",1,"Barack Obama",2020-05-08,"build","positive","8"
"28",1,"Barack Obama",2020-05-08,"facilitate","positive","8"
"29",1,"Barack Obama",2020-05-08,"calls","anticipation","8"
"30",1,"Barack Obama",2020-05-08,"calls","negative","8"
"31",1,"Barack Obama",2020-05-08,"calls","trust","8"
"32",1,"Barack Obama",2020-05-08,"ill","anger","8"
"33",1,"Barack Obama",2020-05-08,"ill","disgust","8"
"34",1,"Barack Obama",2020-05-08,"ill","fear","8"
"35",1,"Barack Obama",2020-05-08,"ill","negative","8"
"36",1,"Barack Obama",2020-05-08,"ill","sadness","8"
"37",1,"Barack Obama",2020-05-08,"hope","anticipation","8"
"38",1,"Barack Obama",2020-05-08,"hope","joy","8"
"39",1,"Barack Obama",2020-05-08,"hope","positive","8"
"40",1,"Barack Obama",2020-05-08,"hope","surprise","8"
"41",1,"Barack Obama",2020-05-08,"hope","trust","8"
"42",1,"Barack Obama",2020-05-08,"food","joy","8"
"43",1,"Barack Obama",2020-05-08,"food","positive","8"
"44",1,"Barack Obama",2020-05-08,"food","trust","8"
"45",1,"Barack Obama",2020-05-08,"outstanding","joy","8"
"46",1,"Barack Obama",2020-05-08,"outstanding","negative","8"
"47",1,"Barack Obama",2020-05-08,"outstanding","positive","8"
"48",1,"Barack Obama",2020-05-08,"job","positive","8"
"49",1,"Barack Obama",2020-05-08,"supporting","positive","8"
"50",1,"Barack Obama",2020-05-08,"supporting","trust","8"
"51",1,"Barack Obama",2020-05-08,"rising","anticipation","8"
"52",1,"Barack Obama",2020-05-08,"rising","joy","8"
"53",1,"Barack Obama",2020-05-08,"rising","positive","8"
"54",1,"Barack Obama",2020-05-08,"challenge","anger","8"
"55",1,"Barack Obama",2020-05-08,"challenge","fear","8"
"56",1,"Barack Obama",2020-05-08,"challenge","negative","8"
"57",1,"Barack Obama",2020-05-08,"feeling","anger","8"
"58",1,"Barack Obama",2020-05-08,"feeling","anticipation","8"
"59",1,"Barack Obama",2020-05-08,"feeling","disgust","8"
"60",1,"Barack Obama",2020-05-08,"feeling","fear","8"
"61",1,"Barack Obama",2020-05-08,"feeling","joy","8"
"62",1,"Barack Obama",2020-05-08,"feeling","negative","8"
"63",1,"Barack Obama",2020-05-08,"feeling","positive","8"
"64",1,"Barack Obama",2020-05-08,"feeling","sadness","8"
"65",1,"Barack Obama",2020-05-08,"feeling","surprise","8"
"66",1,"Barack Obama",2020-05-08,"feeling","trust","8"
"67",2,"Barack Obama",2020-05-06,"dedication","positive","8"
"68",2,"Barack Obama",2020-05-06,"thankful","joy","8"
"69",2,"Barack Obama",2020-05-06,"thankful","positive","8"
"70",2,"Barack Obama",2020-05-06,"track","anticipation","8"
"71",2,"Barack Obama",2020-05-06,"crisis","negative","8"
"72",3,"Barack Obama",2020-05-05,"culmination","positive","8"
"73",3,"Barack Obama",2020-05-05,"excited","anticipation","8"
"74",3,"Barack Obama",2020-05-05,"excited","joy","8"
"75",3,"Barack Obama",2020-05-05,"excited","positive","8"
"76",3,"Barack Obama",2020-05-05,"excited","surprise","8"
"77",3,"Barack Obama",2020-05-05,"excited","trust","8"
"78",4,"Barack Obama",2020-05-01,"thanksgiving","joy","8"
"79",4,"Barack Obama",2020-05-01,"thanksgiving","positive","8"
"80",4,"Barack Obama",2020-05-01,"time","anticipation","8"
"81",4,"Barack Obama",2020-05-01,"difficult","fear","8"
"82",4,"Barack Obama",2020-05-01,"hungry","anticipation","8"
"83",4,"Barack Obama",2020-05-01,"hungry","negative","8"
"84",4,"Barack Obama",2020-05-01,"crisis","negative","8"
"85",4,"Barack Obama",2020-05-01,"increase","positive","8"
"86",4,"Barack Obama",2020-05-01,"demand","anger","8"
"87",4,"Barack Obama",2020-05-01,"demand","negative","8"
"88",4,"Barack Obama",2020-05-01,"continue","anticipation","8"
"89",4,"Barack Obama",2020-05-01,"continue","positive","8"
"90",4,"Barack Obama",2020-05-01,"continue","trust","8"
"91",4,"Barack Obama",2020-05-01,"hungry","anticipation","8"
"92",4,"Barack Obama",2020-05-01,"hungry","negative","8"
"93",5,"Barack Obama",2020-04-30,"opportunity","anticipation","8"
"94",5,"Barack Obama",2020-04-30,"opportunity","positive","8"
"95",5,"Barack Obama",2020-04-30,"knowing","positive","8"
"96",5,"Barack Obama",2020-04-30,"resources","joy","8"
"97",5,"Barack Obama",2020-04-30,"resources","positive","8"
"98",5,"Barack Obama",2020-04-30,"resources","trust","8"
"99",5,"Barack Obama",2020-04-30,"deserved","positive","8"
"100",5,"Barack Obama",2020-04-30,"alliance","trust","8"
"101",5,"Barack Obama",2020-04-30,"community","positive","8"
"102",5,"Barack Obama",2020-04-30,"hit","anger","8"
"103",5,"Barack Obama",2020-04-30,"hit","negative","8"
"104",5,"Barack Obama",2020-04-30,"pandemic","fear","8"
"105",5,"Barack Obama",2020-04-30,"pandemic","negative","8"
"106",5,"Barack Obama",2020-04-30,"pandemic","sadness","8"
"107",5,"Barack Obama",2020-04-30,"chance","surprise","8"
"108",5,"Barack Obama",2020-04-30,"join","positive","8"
"109",5,"Barack Obama",2020-04-30,"calls","anticipation","8"
"110",5,"Barack Obama",2020-04-30,"calls","negative","8"
"111",5,"Barack Obama",2020-04-30,"calls","trust","8"
"112",5,"Barack Obama",2020-04-30,"time","anticipation","8"
"113",5,"Barack Obama",2020-04-30,"continue","anticipation","8"
"114",5,"Barack Obama",2020-04-30,"continue","positive","8"
"115",5,"Barack Obama",2020-04-30,"continue","trust","8"
"116",6,"Barack Obama",2020-04-22,"joined","positive","7"
"117",6,"Barack Obama",2020-04-22,"demand","anger","7"
"118",6,"Barack Obama",2020-04-22,"demand","negative","7"
"119",6,"Barack Obama",2020-04-22,"safeguard","positive","7"
"120",6,"Barack Obama",2020-04-22,"safeguard","trust","7"
"121",6,"Barack Obama",2020-04-22,"landmark","trust","7"
"122",6,"Barack Obama",2020-04-22,"protected","trust","7"
"123",6,"Barack Obama",2020-04-22,"denying","anticipation","7"
"124",6,"Barack Obama",2020-04-22,"denying","negative","7"
"125",6,"Barack Obama",2020-04-22,"change","fear","7"
"126",6,"Barack Obama",2020-04-22,"demand","anger","7"
"127",6,"Barack Obama",2020-04-22,"demand","negative","7"
"128",6,"Barack Obama",2020-04-22,"government","fear","7"
"129",6,"Barack Obama",2020-04-22,"government","negative","7"
"130",6,"Barack Obama",2020-04-22,"agreement","positive","7"
"131",6,"Barack Obama",2020-04-22,"agreement","trust","7"
"132",6,"Barack Obama",2020-04-22,"lead","positive","7"
"133",6,"Barack Obama",2020-04-22,"pollution","disgust","7"
"134",6,"Barack Obama",2020-04-22,"pollution","negative","7"
"135",6,"Barack Obama",2020-04-22,"change","fear","7"
"136",6,"Barack Obama",2020-04-22,"continue","anticipation","7"
"137",6,"Barack Obama",2020-04-22,"continue","positive","7"
"138",6,"Barack Obama",2020-04-22,"continue","trust","7"
"139",6,"Barack Obama",2020-04-22,"accelerate","anticipation","7"
"140",6,"Barack Obama",2020-04-22,"progress","anticipation","7"
"141",6,"Barack Obama",2020-04-22,"progress","joy","7"
"142",6,"Barack Obama",2020-04-22,"progress","positive","7"
"143",6,"Barack Obama",2020-04-22,"bold","positive","7"
"144",6,"Barack Obama",2020-04-22,"green","joy","7"
"145",6,"Barack Obama",2020-04-22,"green","positive","7"
"146",6,"Barack Obama",2020-04-22,"green","trust","7"
"147",6,"Barack Obama",2020-04-22,"economy","trust","7"
"148",6,"Barack Obama",2020-04-22,"clean","joy","7"
"149",6,"Barack Obama",2020-04-22,"clean","positive","7"
"150",6,"Barack Obama",2020-04-22,"clean","trust","7"
"151",6,"Barack Obama",2020-04-22,"demand","anger","7"
"152",6,"Barack Obama",2020-04-22,"demand","negative","7"
"153",6,"Barack Obama",2020-04-22,"lead","positive","7"
"154",6,"Barack Obama",2020-04-22,"change","fear","7"
"155",7,"Barack Obama",2020-04-17,"pandemic","fear","7"
"156",7,"Barack Obama",2020-04-17,"pandemic","negative","7"
"157",7,"Barack Obama",2020-04-17,"pandemic","sadness","7"
"158",7,"Barack Obama",2020-04-17,"vital","positive","7"
"159",7,"Barack Obama",2020-04-17,"share","anticipation","7"
"160",7,"Barack Obama",2020-04-17,"share","joy","7"
"161",7,"Barack Obama",2020-04-17,"share","positive","7"
"162",7,"Barack Obama",2020-04-17,"share","trust","7"
"163",7,"Barack Obama",2020-04-17,"organization","anticipation","7"
"164",7,"Barack Obama",2020-04-17,"organization","joy","7"
"165",7,"Barack Obama",2020-04-17,"organization","positive","7"
"166",7,"Barack Obama",2020-04-17,"organization","surprise","7"
"167",7,"Barack Obama",2020-04-17,"organization","trust","7"
"168",7,"Barack Obama",2020-04-17,"alliance","trust","7"
"169",7,"Barack Obama",2020-04-17,"community","positive","7"
"170",7,"Barack Obama",2020-04-17,"partner","positive","7"
"171",7,"Barack Obama",2020-04-17,"organization","anticipation","7"
"172",7,"Barack Obama",2020-04-17,"organization","joy","7"
"173",7,"Barack Obama",2020-04-17,"organization","positive","7"
"174",7,"Barack Obama",2020-04-17,"organization","surprise","7"
"175",7,"Barack Obama",2020-04-17,"organization","trust","7"
"176",7,"Barack Obama",2020-04-17,"providing","anticipation","7"
"177",7,"Barack Obama",2020-04-17,"providing","joy","7"
"178",7,"Barack Obama",2020-04-17,"providing","positive","7"
"179",7,"Barack Obama",2020-04-17,"providing","trust","7"
"180",7,"Barack Obama",2020-04-17,"youth","anger","7"
"181",7,"Barack Obama",2020-04-17,"youth","anticipation","7"
"182",7,"Barack Obama",2020-04-17,"youth","fear","7"
"183",7,"Barack Obama",2020-04-17,"youth","joy","7"
"184",7,"Barack Obama",2020-04-17,"youth","positive","7"
"185",7,"Barack Obama",2020-04-17,"youth","surprise","7"
"186",7,"Barack Obama",2020-04-17,"crisis","negative","7"
"187",7,"Barack Obama",2020-04-17,"change","fear","7"
"188",7,"Barack Obama",2020-04-17,"adapt","positive","7"
"189",7,"Barack Obama",2020-04-17,"youth","anger","7"
"190",7,"Barack Obama",2020-04-17,"youth","anticipation","7"
"191",7,"Barack Obama",2020-04-17,"youth","fear","7"
"192",7,"Barack Obama",2020-04-17,"youth","joy","7"
"193",7,"Barack Obama",2020-04-17,"youth","positive","7"
"194",7,"Barack Obama",2020-04-17,"youth","surprise","7"
"195",7,"Barack Obama",2020-04-17,"crisis","negative","7"
"196",7,"Barack Obama",2020-04-17,"loss","anger","7"
"197",7,"Barack Obama",2020-04-17,"loss","fear","7"
"198",7,"Barack Obama",2020-04-17,"loss","negative","7"
"199",7,"Barack Obama",2020-04-17,"loss","sadness","7"
"200",7,"Barack Obama",2020-04-17,"losing","anger","7"
"201",7,"Barack Obama",2020-04-17,"losing","negative","7"
"202",7,"Barack Obama",2020-04-17,"losing","sadness","7"
"203",7,"Barack Obama",2020-04-17,"hope","anticipation","7"
"204",7,"Barack Obama",2020-04-17,"hope","joy","7"
"205",7,"Barack Obama",2020-04-17,"hope","positive","7"
"206",7,"Barack Obama",2020-04-17,"hope","surprise","7"
"207",7,"Barack Obama",2020-04-17,"hope","trust","7"
"208",7,"Barack Obama",2020-04-17,"healthy","positive","7"
"209",7,"Barack Obama",2020-04-17,"food","joy","7"
"210",7,"Barack Obama",2020-04-17,"food","positive","7"
"211",7,"Barack Obama",2020-04-17,"food","trust","7"
"212",7,"Barack Obama",2020-04-17,"joyful","joy","7"
"213",7,"Barack Obama",2020-04-17,"joyful","positive","7"
"214",7,"Barack Obama",2020-04-17,"joyful","trust","7"
"215",7,"Barack Obama",2020-04-17,"communication","trust","7"
"216",7,"Barack Obama",2020-04-17,"competition","anticipation","7"
"217",7,"Barack Obama",2020-04-17,"competition","negative","7"
"218",7,"Barack Obama",2020-04-17,"true","joy","7"
"219",7,"Barack Obama",2020-04-17,"true","positive","7"
"220",7,"Barack Obama",2020-04-17,"true","trust","7"
"221",8,"Barack Obama",2020-04-14,"proud","anticipation","7"
"222",8,"Barack Obama",2020-04-14,"proud","joy","7"
"223",8,"Barack Obama",2020-04-14,"proud","positive","7"
"224",8,"Barack Obama",2020-04-14,"proud","trust","7"
"225",8,"Barack Obama",2020-04-14,"friend","joy","7"
"226",8,"Barack Obama",2020-04-14,"friend","positive","7"
"227",8,"Barack Obama",2020-04-14,"friend","trust","7"
"228",8,"Barack Obama",2020-04-14,"president","positive","7"
"229",8,"Barack Obama",2020-04-14,"president","trust","7"
"230",8,"Barack Obama",2020-04-14,"united","positive","7"
"231",8,"Barack Obama",2020-04-14,"united","trust","7"
"232",8,"Barack Obama",2020-04-14,"crisis","negative","7"
"233",8,"Barack Obama",2020-04-14,"spirit","positive","7"
"234",8,"Barack Obama",2020-04-14,"worship","anticipation","7"
"235",8,"Barack Obama",2020-04-14,"worship","fear","7"
"236",8,"Barack Obama",2020-04-14,"worship","joy","7"
"237",8,"Barack Obama",2020-04-14,"worship","positive","7"
"238",8,"Barack Obama",2020-04-14,"worship","trust","7"
"239",8,"Barack Obama",2020-04-14,"government","fear","7"
"240",8,"Barack Obama",2020-04-14,"government","negative","7"
"241",8,"Barack Obama",2020-04-14,"knowledge","positive","7"
"242",8,"Barack Obama",2020-04-14,"honesty","positive","7"
"243",8,"Barack Obama",2020-04-14,"honesty","trust","7"
"244",8,"Barack Obama",2020-04-14,"humility","positive","7"
"245",8,"Barack Obama",2020-04-14,"humility","trust","7"
"246",8,"Barack Obama",2020-04-14,"empathy","positive","7"
"247",8,"Barack Obama",2020-04-14,"grace","positive","7"
"248",8,"Barack Obama",2020-04-14,"white","anticipation","7"
"249",8,"Barack Obama",2020-04-14,"white","joy","7"
"250",8,"Barack Obama",2020-04-14,"white","positive","7"
"251",8,"Barack Obama",2020-04-14,"white","trust","7"
"252",8,"Barack Obama",2020-04-14,"proud","anticipation","7"
"253",8,"Barack Obama",2020-04-14,"proud","joy","7"
"254",8,"Barack Obama",2020-04-14,"proud","positive","7"
"255",8,"Barack Obama",2020-04-14,"proud","trust","7"
"256",8,"Barack Obama",2020-04-14,"president","positive","7"
"257",8,"Barack Obama",2020-04-14,"president","trust","7"
"258",8,"Barack Obama",2020-04-14,"united","positive","7"
"259",8,"Barack Obama",2020-04-14,"united","trust","7"
"260",8,"Barack Obama",2020-04-14,"vice","negative","7"
"261",8,"Barack Obama",2020-04-14,"president","positive","7"
"262",8,"Barack Obama",2020-04-14,"president","trust","7"
"263",8,"Barack Obama",2020-04-14,"guide","positive","7"
"264",8,"Barack Obama",2020-04-14,"guide","trust","7"
"265",8,"Barack Obama",2020-04-14,"heal","joy","7"
"266",8,"Barack Obama",2020-04-14,"heal","positive","7"
"267",8,"Barack Obama",2020-04-14,"heal","trust","7"
"268",8,"Barack Obama",2020-04-14,"recovery","positive","7"
"269",8,"Barack Obama",2020-04-14,"president","positive","7"
"270",8,"Barack Obama",2020-04-14,"president","trust","7"
"271",8,"Barack Obama",2020-04-14,"hope","anticipation","7"
"272",8,"Barack Obama",2020-04-14,"hope","joy","7"
"273",8,"Barack Obama",2020-04-14,"hope","positive","7"
"274",8,"Barack Obama",2020-04-14,"hope","surprise","7"
"275",8,"Barack Obama",2020-04-14,"hope","trust","7"
"276",8,"Barack Obama",2020-04-14,"watch","anticipation","7"
"277",8,"Barack Obama",2020-04-14,"watch","fear","7"
"278",8,"Barack Obama",2020-04-14,"hope","anticipation","7"
"279",8,"Barack Obama",2020-04-14,"hope","joy","7"
"280",8,"Barack Obama",2020-04-14,"hope","positive","7"
"281",8,"Barack Obama",2020-04-14,"hope","surprise","7"
"282",8,"Barack Obama",2020-04-14,"hope","trust","7"
"283",8,"Barack Obama",2020-04-14,"join","positive","7"
"284",8,"Barack Obama",2020-04-14,"plan","anticipation","7"
"285",9,"Barack Obama",2020-04-12,"unwavering","positive","7"
"286",9,"Barack Obama",2020-04-12,"unwavering","trust","7"
"287",9,"Barack Obama",2020-04-12,"faith","anticipation","7"
"288",9,"Barack Obama",2020-04-12,"faith","joy","7"
"289",9,"Barack Obama",2020-04-12,"faith","positive","7"
"290",9,"Barack Obama",2020-04-12,"faith","trust","7"
"291",9,"Barack Obama",2020-04-12,"remains","disgust","7"
"292",9,"Barack Obama",2020-04-12,"remains","fear","7"
"293",9,"Barack Obama",2020-04-12,"remains","negative","7"
"294",9,"Barack Obama",2020-04-12,"remains","positive","7"
"295",9,"Barack Obama",2020-04-12,"remains","trust","7"
"296",9,"Barack Obama",2020-04-12,"time","anticipation","7"
"297",9,"Barack Obama",2020-04-12,"blessed","joy","7"
"298",9,"Barack Obama",2020-04-12,"blessed","positive","7"
"299",9,"Barack Obama",2020-04-12,"joyful","joy","7"
"300",9,"Barack Obama",2020-04-12,"joyful","positive","7"
"301",9,"Barack Obama",2020-04-12,"joyful","trust","7"
"302",10,"Barack Obama",2020-04-10,"debt","negative","7"
"303",10,"Barack Obama",2020-04-10,"debt","sadness","7"
"304",10,"Barack Obama",2020-04-10,"gratitude","joy","7"
"305",10,"Barack Obama",2020-04-10,"gratitude","positive","7"
"306",10,"Barack Obama",2020-04-10,"medical","anticipation","7"
"307",10,"Barack Obama",2020-04-10,"medical","fear","7"
"308",10,"Barack Obama",2020-04-10,"medical","positive","7"
"309",10,"Barack Obama",2020-04-10,"medical","trust","7"
"310",10,"Barack Obama",2020-04-10,"store","anticipation","7"
"311",10,"Barack Obama",2020-04-10,"store","positive","7"
"312",10,"Barack Obama",2020-04-10,"endless","anger","7"
"313",10,"Barack Obama",2020-04-10,"endless","fear","7"
"314",10,"Barack Obama",2020-04-10,"endless","joy","7"
"315",10,"Barack Obama",2020-04-10,"endless","negative","7"
"316",10,"Barack Obama",2020-04-10,"endless","positive","7"
"317",10,"Barack Obama",2020-04-10,"endless","sadness","7"
"318",10,"Barack Obama",2020-04-10,"endless","trust","7"
"319",10,"Barack Obama",2020-04-10,"sacrifices","disgust","7"
"320",10,"Barack Obama",2020-04-10,"sacrifices","fear","7"
"321",10,"Barack Obama",2020-04-10,"sacrifices","negative","7"
"322",10,"Barack Obama",2020-04-10,"sacrifices","sadness","7"
"323",10,"Barack Obama",2020-04-10,"pandemic","fear","7"
"324",10,"Barack Obama",2020-04-10,"pandemic","negative","7"
"325",10,"Barack Obama",2020-04-10,"pandemic","sadness","7"
"326",10,"Barack Obama",2020-04-10,"friend","joy","7"
"327",10,"Barack Obama",2020-04-10,"friend","positive","7"
"328",10,"Barack Obama",2020-04-10,"friend","trust","7"
"329",10,"Barack Obama",2020-04-10,"pandemic","fear","7"
"330",10,"Barack Obama",2020-04-10,"pandemic","negative","7"
"331",10,"Barack Obama",2020-04-10,"pandemic","sadness","7"
"332",10,"Barack Obama",2020-04-10,"organization","anticipation","7"
"333",10,"Barack Obama",2020-04-10,"organization","joy","7"
"334",10,"Barack Obama",2020-04-10,"organization","positive","7"
"335",10,"Barack Obama",2020-04-10,"organization","surprise","7"
"336",10,"Barack Obama",2020-04-10,"organization","trust","7"
"337",10,"Barack Obama",2020-04-10,"supporting","positive","7"
"338",10,"Barack Obama",2020-04-10,"supporting","trust","7"
"339",10,"Barack Obama",2020-04-10,"lines","fear","7"
"340",10,"Barack Obama",2020-04-10,"hurricane","fear","7"
"341",10,"Barack Obama",2020-04-10,"hurricane","negative","7"
"342",10,"Barack Obama",2020-04-10,"humanitarian","anticipation","7"
"343",10,"Barack Obama",2020-04-10,"humanitarian","joy","7"
"344",10,"Barack Obama",2020-04-10,"humanitarian","positive","7"
"345",10,"Barack Obama",2020-04-10,"humanitarian","surprise","7"
"346",10,"Barack Obama",2020-04-10,"humanitarian","trust","7"
"347",10,"Barack Obama",2020-04-10,"crisis","negative","7"
"348",10,"Barack Obama",2020-04-10,"journey","anticipation","7"
"349",10,"Barack Obama",2020-04-10,"journey","fear","7"
"350",10,"Barack Obama",2020-04-10,"journey","joy","7"
"351",10,"Barack Obama",2020-04-10,"journey","positive","7"
"352",10,"Barack Obama",2020-04-10,"taught","trust","7"
"353",10,"Barack Obama",2020-04-10,"essential","positive","7"
"354",10,"Barack Obama",2020-04-10,"lesson","anticipation","7"
"355",10,"Barack Obama",2020-04-10,"lesson","positive","7"
"356",10,"Barack Obama",2020-04-10,"lesson","trust","7"
"357",10,"Barack Obama",2020-04-10,"paralyzed","anger","7"
"358",10,"Barack Obama",2020-04-10,"paralyzed","fear","7"
"359",10,"Barack Obama",2020-04-10,"paralyzed","negative","7"
"360",10,"Barack Obama",2020-04-10,"paralyzed","sadness","7"
"361",10,"Barack Obama",2020-04-10,"paralyzed","surprise","7"
"362",10,"Barack Obama",2020-04-10,"solution","positive","7"
"363",10,"Barack Obama",2020-04-10,"coming","anticipation","7"
"364",10,"Barack Obama",2020-04-10,"start","anticipation","7"
"365",10,"Barack Obama",2020-04-10,"medical","anticipation","7"
"366",10,"Barack Obama",2020-04-10,"medical","fear","7"
"367",10,"Barack Obama",2020-04-10,"medical","positive","7"
"368",10,"Barack Obama",2020-04-10,"medical","trust","7"
"369",10,"Barack Obama",2020-04-10,"healthy","positive","7"
"370",10,"Barack Obama",2020-04-10,"safe","joy","7"
"371",10,"Barack Obama",2020-04-10,"safe","positive","7"
"372",10,"Barack Obama",2020-04-10,"safe","trust","7"
"373",10,"Barack Obama",2020-04-10,"forgotten","fear","7"
"374",10,"Barack Obama",2020-04-10,"forgotten","negative","7"
"375",10,"Barack Obama",2020-04-10,"forgotten","sadness","7"
"376",10,"Barack Obama",2020-04-10,"leave","negative","7"
"377",10,"Barack Obama",2020-04-10,"leave","sadness","7"
"378",10,"Barack Obama",2020-04-10,"leave","surprise","7"
"379",10,"Barack Obama",2020-04-10,"empathy","positive","7"
"380",11,"Barack Obama",2020-04-07,"champion","anticipation","7"
"381",11,"Barack Obama",2020-04-07,"champion","joy","7"
"382",11,"Barack Obama",2020-04-07,"champion","positive","7"
"383",11,"Barack Obama",2020-04-07,"champion","trust","7"
"384",11,"Barack Obama",2020-04-07,"civil","positive","7"
"385",11,"Barack Obama",2020-04-07,"fellow","positive","7"
"386",11,"Barack Obama",2020-04-07,"fellow","trust","7"
"387",11,"Barack Obama",2020-04-07,"recipient","anticipation","7"
"388",11,"Barack Obama",2020-04-07,"proud","anticipation","7"
"389",11,"Barack Obama",2020-04-07,"proud","joy","7"
"390",11,"Barack Obama",2020-04-07,"proud","positive","7"
"391",11,"Barack Obama",2020-04-07,"proud","trust","7"
"392",11,"Barack Obama",2020-04-07,"team","trust","7"
"393",11,"Barack Obama",2020-04-07,"ready","anticipation","7"
"394",11,"Barack Obama",2020-04-07,"change","fear","7"
"395",12,"Barack Obama",2020-03-28,"reverend","joy","6"
"396",12,"Barack Obama",2020-03-28,"reverend","positive","6"
"397",12,"Barack Obama",2020-03-28,"conviction","negative","6"
"398",12,"Barack Obama",2020-03-28,"join","positive","6"
"399",12,"Barack Obama",2020-03-28,"inspire","anticipation","6"
"400",12,"Barack Obama",2020-03-28,"inspire","joy","6"
"401",12,"Barack Obama",2020-03-28,"inspire","positive","6"
"402",12,"Barack Obama",2020-03-28,"inspire","trust","6"
"403",12,"Barack Obama",2020-03-28,"change","fear","6"
"404",12,"Barack Obama",2020-03-28,"fair","positive","6"
"405",12,"Barack Obama",2020-03-28,"inclusive","positive","6"
"406",12,"Barack Obama",2020-03-28,"generous","joy","6"
"407",12,"Barack Obama",2020-03-28,"generous","positive","6"
"408",12,"Barack Obama",2020-03-28,"generous","trust","6"
"409",12,"Barack Obama",2020-03-28,"reverend","joy","6"
"410",12,"Barack Obama",2020-03-28,"reverend","positive","6"
"411",12,"Barack Obama",2020-03-28,"rest","positive","6"
"412",12,"Barack Obama",2020-03-28,"pick","positive","6"
"413",12,"Barack Obama",2020-03-28,"forward","positive","6"
"414",12,"Barack Obama",2020-03-28,"journey","anticipation","6"
"415",12,"Barack Obama",2020-03-28,"journey","fear","6"
"416",12,"Barack Obama",2020-03-28,"journey","joy","6"
"417",12,"Barack Obama",2020-03-28,"journey","positive","6"
"418",12,"Barack Obama",2020-03-28,"justice","positive","6"
"419",12,"Barack Obama",2020-03-28,"justice","trust","6"
"420",12,"Barack Obama",2020-03-28,"love","joy","6"
"421",12,"Barack Obama",2020-03-28,"love","positive","6"
"422",13,"Barack Obama",2020-03-25,"share","anticipation","5"
"423",13,"Barack Obama",2020-03-25,"share","joy","5"
"424",13,"Barack Obama",2020-03-25,"share","positive","5"
"425",13,"Barack Obama",2020-03-25,"share","trust","5"
"426",13,"Barack Obama",2020-03-25,"true","joy","5"
"427",13,"Barack Obama",2020-03-25,"true","positive","5"
"428",13,"Barack Obama",2020-03-25,"true","trust","5"
"429",13,"Barack Obama",2020-03-25,"action","positive","5"
"430",13,"Barack Obama",2020-03-25,"lead","positive","5"
"431",13,"Barack Obama",2020-03-25,"disability","negative","5"
"432",13,"Barack Obama",2020-03-25,"disability","sadness","5"
"433",13,"Barack Obama",2020-03-25,"wealth","joy","5"
"434",13,"Barack Obama",2020-03-25,"wealth","positive","5"
"435",13,"Barack Obama",2020-03-25,"wealth","trust","5"
"436",13,"Barack Obama",2020-03-25,"respect","anticipation","5"
"437",13,"Barack Obama",2020-03-25,"respect","joy","5"
"438",13,"Barack Obama",2020-03-25,"respect","positive","5"
"439",13,"Barack Obama",2020-03-25,"respect","trust","5"
"440",13,"Barack Obama",2020-03-25,"change","fear","5"
"441",13,"Barack Obama",2020-03-25,"empathy","positive","5"
"442",13,"Barack Obama",2020-03-25,"forward","positive","5"
"443",14,"Barack Obama",2020-03-23,"law","trust","5"
"444",14,"Barack Obama",2020-03-23,"protected","trust","5"
"445",14,"Barack Obama",2020-03-23,"attack","anger","5"
"446",14,"Barack Obama",2020-03-23,"attack","fear","5"
"447",14,"Barack Obama",2020-03-23,"attack","negative","5"
"448",14,"Barack Obama",2020-03-23,"protect","positive","5"
"449",14,"Barack Obama",2020-03-23,"build","positive","5"
"450",14,"Barack Obama",2020-03-23,"cover","trust","5"
"451",15,"Barack Obama",2020-03-07,"john","disgust","4"
"452",15,"Barack Obama",2020-03-07,"john","negative","4"
"453",15,"Barack Obama",2020-03-07,"civil","positive","4"
"454",15,"Barack Obama",2020-03-07,"cross","anger","4"
"455",15,"Barack Obama",2020-03-07,"cross","fear","4"
"456",15,"Barack Obama",2020-03-07,"cross","negative","4"
