"","identifier","Politician","date","word","sentiment","event_index"
"8123",836,"Joe Biden",2020-01-14,"president","positive","2"
"8124",836,"Joe Biden",2020-01-14,"president","trust","2"
"8125",838,"Joe Biden",2020-01-14,"president","positive","2"
"8126",838,"Joe Biden",2020-01-14,"president","trust","2"
"8127",839,"Joe Biden",2020-01-09,"deal","anticipation","2"
"8128",839,"Joe Biden",2020-01-09,"deal","joy","2"
"8129",839,"Joe Biden",2020-01-09,"deal","positive","2"
"8130",839,"Joe Biden",2020-01-09,"deal","surprise","2"
"8131",839,"Joe Biden",2020-01-09,"deal","trust","2"
"8132",839,"Joe Biden",2020-01-09,"crisis","negative","2"
"8133",843,"Joe Biden",2020-01-05,"church","anticipation","2"
"8134",843,"Joe Biden",2020-01-05,"church","joy","2"
"8135",843,"Joe Biden",2020-01-05,"church","positive","2"
"8136",843,"Joe Biden",2020-01-05,"church","trust","2"
"8137",843,"Joe Biden",2020-01-05,"grateful","positive","2"
"8138",843,"Joe Biden",2020-01-05,"start","anticipation","2"
"8139",844,"Joe Biden",2020-01-03,"congress","disgust","2"
"8140",844,"Joe Biden",2020-01-03,"congress","trust","2"
"8141",844,"Joe Biden",2020-01-03,"generous","joy","2"
"8142",844,"Joe Biden",2020-01-03,"generous","positive","2"
"8143",844,"Joe Biden",2020-01-03,"generous","trust","2"
"8144",844,"Joe Biden",2020-01-03,"glad","anticipation","2"
"8145",844,"Joe Biden",2020-01-03,"glad","joy","2"
"8146",844,"Joe Biden",2020-01-03,"glad","positive","2"
"8147",844,"Joe Biden",2020-01-03,"team","trust","2"
"8148",845,"Joe Biden",2020-01-03,"erratic","negative","2"
"8149",845,"Joe Biden",2020-01-03,"erratic","surprise","2"
"8150",845,"Joe Biden",2020-01-03,"unstable","fear","2"
"8151",845,"Joe Biden",2020-01-03,"unstable","negative","2"
"8152",845,"Joe Biden",2020-01-03,"unstable","surprise","2"
"8153",845,"Joe Biden",2020-01-03,"incompetent","anger","2"
"8154",845,"Joe Biden",2020-01-03,"incompetent","negative","2"
"8155",845,"Joe Biden",2020-01-03,"incompetent","sadness","2"
"8156",845,"Joe Biden",2020-01-03,"trump","surprise","2"
"8157",845,"Joe Biden",2020-01-03,"dangerous","fear","2"
"8158",845,"Joe Biden",2020-01-03,"dangerous","negative","2"
"8159",845,"Joe Biden",2020-01-03,"united","positive","2"
"8160",845,"Joe Biden",2020-01-03,"united","trust","2"
"8161",847,"Joe Biden",2019-12-30,"trump","surprise","1"
"8162",847,"Joe Biden",2019-12-30,"lead","positive","1"
"8163",848,"Joe Biden",2019-12-28,"question","positive","1"
"8164",849,"Joe Biden",2019-12-25,"merry","joy","1"
"8165",849,"Joe Biden",2019-12-25,"merry","positive","1"
"8166",850,"Joe Biden",2019-12-25,"time","anticipation","1"
"8167",850,"Joe Biden",2019-12-25,"peace","anticipation","1"
"8168",850,"Joe Biden",2019-12-25,"peace","joy","1"
"8169",850,"Joe Biden",2019-12-25,"peace","positive","1"
"8170",850,"Joe Biden",2019-12-25,"peace","trust","1"
"8171",850,"Joe Biden",2019-12-25,"laughter","anticipation","1"
"8172",850,"Joe Biden",2019-12-25,"laughter","joy","1"
"8173",850,"Joe Biden",2019-12-25,"laughter","positive","1"
"8174",850,"Joe Biden",2019-12-25,"laughter","surprise","1"
"8175",850,"Joe Biden",2019-12-25,"joy","joy","1"
"8176",850,"Joe Biden",2019-12-25,"joy","positive","1"
"8177",850,"Joe Biden",2019-12-25,"merry","joy","1"
"8178",850,"Joe Biden",2019-12-25,"merry","positive","1"
"8179",850,"Joe Biden",2019-12-25,"happy","anticipation","1"
"8180",850,"Joe Biden",2019-12-25,"happy","joy","1"
"8181",850,"Joe Biden",2019-12-25,"happy","positive","1"
"8182",850,"Joe Biden",2019-12-25,"happy","trust","1"
"8183",850,"Joe Biden",2019-12-25,"love","joy","1"
"8184",850,"Joe Biden",2019-12-25,"love","positive","1"
"8185",851,"Elizabeth Warren",2020-05-09,"fighting","anger","8"
"8186",851,"Elizabeth Warren",2020-05-09,"fighting","negative","8"
"8187",851,"Elizabeth Warren",2020-05-09,"speech","positive","8"
"8188",851,"Elizabeth Warren",2020-05-09,"community","positive","8"
"8189",851,"Elizabeth Warren",2020-05-09,"crisis","negative","8"
"8190",851,"Elizabeth Warren",2020-05-09,"elect","positive","8"
"8191",851,"Elizabeth Warren",2020-05-09,"elect","trust","8"
"8192",851,"Elizabeth Warren",2020-05-09,"fighting","anger","8"
"8193",851,"Elizabeth Warren",2020-05-09,"fighting","negative","8"
"8194",852,"Elizabeth Warren",2020-05-08,"plan","anticipation","8"
"8195",852,"Elizabeth Warren",2020-05-08,"time","anticipation","8"
"8196",852,"Elizabeth Warren",2020-05-08,"president","positive","8"
"8197",852,"Elizabeth Warren",2020-05-08,"president","trust","8"
"8198",852,"Elizabeth Warren",2020-05-08,"government","fear","8"
"8199",852,"Elizabeth Warren",2020-05-08,"government","negative","8"
"8200",852,"Elizabeth Warren",2020-05-08,"plan","anticipation","8"
"8201",852,"Elizabeth Warren",2020-05-08,"elect","positive","8"
"8202",852,"Elizabeth Warren",2020-05-08,"elect","trust","8"
"8203",852,"Elizabeth Warren",2020-05-08,"fighting","anger","8"
"8204",852,"Elizabeth Warren",2020-05-08,"fighting","negative","8"
"8205",853,"Elizabeth Warren",2020-05-06,"fighting","anger","8"
"8206",853,"Elizabeth Warren",2020-05-06,"fighting","negative","8"
"8207",853,"Elizabeth Warren",2020-05-06,"essential","positive","8"
"8208",853,"Elizabeth Warren",2020-05-06,"ballot","anticipation","8"
"8209",853,"Elizabeth Warren",2020-05-06,"ballot","positive","8"
"8210",853,"Elizabeth Warren",2020-05-06,"ballot","trust","8"
"8211",853,"Elizabeth Warren",2020-05-06,"top","anticipation","8"
"8212",853,"Elizabeth Warren",2020-05-06,"top","positive","8"
"8213",853,"Elizabeth Warren",2020-05-06,"top","trust","8"
"8214",857,"Elizabeth Warren",2020-05-03,"government","fear","8"
"8215",857,"Elizabeth Warren",2020-05-03,"government","negative","8"
"8216",857,"Elizabeth Warren",2020-05-03,"fair","positive","8"
"8217",857,"Elizabeth Warren",2020-05-03,"accountable","positive","8"
"8218",857,"Elizabeth Warren",2020-05-03,"accountable","trust","8"
"8219",857,"Elizabeth Warren",2020-05-03,"oversight","negative","8"
"8220",857,"Elizabeth Warren",2020-05-03,"oversight","negative","8"
"8221",857,"Elizabeth Warren",2020-05-03,"vital","positive","8"
"8222",857,"Elizabeth Warren",2020-05-03,"primary","positive","8"
"8223",857,"Elizabeth Warren",2020-05-03,"corruption","disgust","8"
"8224",857,"Elizabeth Warren",2020-05-03,"corruption","negative","8"
"8225",857,"Elizabeth Warren",2020-05-03,"guarantee","positive","8"
"8226",857,"Elizabeth Warren",2020-05-03,"guarantee","trust","8"
"8227",857,"Elizabeth Warren",2020-05-03,"government","fear","8"
"8228",857,"Elizabeth Warren",2020-05-03,"government","negative","8"
"8229",857,"Elizabeth Warren",2020-05-03,"urgent","anticipation","8"
"8230",857,"Elizabeth Warren",2020-05-03,"urgent","fear","8"
"8231",857,"Elizabeth Warren",2020-05-03,"urgent","negative","8"
"8232",857,"Elizabeth Warren",2020-05-03,"urgent","surprise","8"
"8233",857,"Elizabeth Warren",2020-05-03,"action","positive","8"
"8234",857,"Elizabeth Warren",2020-05-03,"trump","surprise","8"
"8235",857,"Elizabeth Warren",2020-05-03,"corruption","disgust","8"
"8236",857,"Elizabeth Warren",2020-05-03,"corruption","negative","8"
"8237",858,"Elizabeth Warren",2020-05-01,"birthday","anticipation","8"
"8238",858,"Elizabeth Warren",2020-05-01,"birthday","joy","8"
"8239",858,"Elizabeth Warren",2020-05-01,"birthday","positive","8"
"8240",858,"Elizabeth Warren",2020-05-01,"birthday","surprise","8"
"8241",858,"Elizabeth Warren",2020-05-01,"happy","anticipation","8"
"8242",858,"Elizabeth Warren",2020-05-01,"happy","joy","8"
"8243",858,"Elizabeth Warren",2020-05-01,"happy","positive","8"
"8244",858,"Elizabeth Warren",2020-05-01,"happy","trust","8"
"8245",858,"Elizabeth Warren",2020-05-01,"birthday","anticipation","8"
"8246",858,"Elizabeth Warren",2020-05-01,"birthday","joy","8"
"8247",858,"Elizabeth Warren",2020-05-01,"birthday","positive","8"
"8248",858,"Elizabeth Warren",2020-05-01,"birthday","surprise","8"
"8249",859,"Elizabeth Warren",2020-04-30,"fighting","anger","8"
"8250",859,"Elizabeth Warren",2020-04-30,"fighting","negative","8"
"8251",859,"Elizabeth Warren",2020-04-30,"essential","positive","8"
"8252",859,"Elizabeth Warren",2020-04-30,"disabled","fear","8"
"8253",859,"Elizabeth Warren",2020-04-30,"disabled","negative","8"
"8254",859,"Elizabeth Warren",2020-04-30,"disabled","sadness","8"
"8255",859,"Elizabeth Warren",2020-04-30,"veteran","positive","8"
"8256",859,"Elizabeth Warren",2020-04-30,"veteran","trust","8"
"8257",859,"Elizabeth Warren",2020-04-30,"crisis","negative","8"
"8258",859,"Elizabeth Warren",2020-04-30,"share","anticipation","8"
"8259",859,"Elizabeth Warren",2020-04-30,"share","joy","8"
"8260",859,"Elizabeth Warren",2020-04-30,"share","positive","8"
"8261",859,"Elizabeth Warren",2020-04-30,"share","trust","8"
"8262",859,"Elizabeth Warren",2020-04-30,"fighting","anger","8"
"8263",859,"Elizabeth Warren",2020-04-30,"fighting","negative","8"
"8264",859,"Elizabeth Warren",2020-04-30,"safe","joy","8"
"8265",859,"Elizabeth Warren",2020-04-30,"safe","positive","8"
"8266",859,"Elizabeth Warren",2020-04-30,"safe","trust","8"
"8267",860,"Elizabeth Warren",2020-04-28,"fighting","anger","8"
"8268",860,"Elizabeth Warren",2020-04-28,"fighting","negative","8"
"8269",860,"Elizabeth Warren",2020-04-28,"essential","positive","8"
"8270",860,"Elizabeth Warren",2020-04-28,"fighting","anger","8"
"8271",860,"Elizabeth Warren",2020-04-28,"fighting","negative","8"
"8272",860,"Elizabeth Warren",2020-04-28,"essential","positive","8"
"8273",860,"Elizabeth Warren",2020-04-28,"nurse","positive","8"
"8274",860,"Elizabeth Warren",2020-04-28,"nurse","trust","8"
"8275",860,"Elizabeth Warren",2020-04-28,"row","anger","8"
"8276",860,"Elizabeth Warren",2020-04-28,"row","negative","8"
"8277",860,"Elizabeth Warren",2020-04-28,"hospital","fear","8"
"8278",860,"Elizabeth Warren",2020-04-28,"hospital","sadness","8"
"8279",860,"Elizabeth Warren",2020-04-28,"hospital","trust","8"
"8280",861,"Elizabeth Warren",2020-04-28,"equity","positive","8"
"8281",861,"Elizabeth Warren",2020-04-28,"opportunity","anticipation","8"
"8282",861,"Elizabeth Warren",2020-04-28,"opportunity","positive","8"
"8283",861,"Elizabeth Warren",2020-04-28,"time","anticipation","8"
"8284",861,"Elizabeth Warren",2020-04-28,"fighting","anger","8"
"8285",861,"Elizabeth Warren",2020-04-28,"fighting","negative","8"
"8286",862,"Elizabeth Warren",2020-04-28,"crisis","negative","8"
"8287",862,"Elizabeth Warren",2020-04-28,"predatory","negative","8"
"8288",862,"Elizabeth Warren",2020-04-28,"equity","positive","8"
"8289",862,"Elizabeth Warren",2020-04-28,"proud","anticipation","8"
"8290",862,"Elizabeth Warren",2020-04-28,"proud","joy","8"
"8291",862,"Elizabeth Warren",2020-04-28,"proud","positive","8"
"8292",862,"Elizabeth Warren",2020-04-28,"proud","trust","8"
"8293",862,"Elizabeth Warren",2020-04-28,"partner","positive","8"
"8294",862,"Elizabeth Warren",2020-04-28,"fight","anger","8"
"8295",862,"Elizabeth Warren",2020-04-28,"fight","fear","8"
"8296",862,"Elizabeth Warren",2020-04-28,"fight","negative","8"
"8297",863,"Elizabeth Warren",2020-04-27,"birthday","anticipation","8"
"8298",863,"Elizabeth Warren",2020-04-27,"birthday","joy","8"
"8299",863,"Elizabeth Warren",2020-04-27,"birthday","positive","8"
"8300",863,"Elizabeth Warren",2020-04-27,"birthday","surprise","8"
"8301",863,"Elizabeth Warren",2020-04-27,"time","anticipation","8"
"8302",863,"Elizabeth Warren",2020-04-27,"celebration","anticipation","8"
"8303",863,"Elizabeth Warren",2020-04-27,"celebration","joy","8"
"8304",863,"Elizabeth Warren",2020-04-27,"celebration","positive","8"
"8305",863,"Elizabeth Warren",2020-04-27,"celebration","surprise","8"
"8306",863,"Elizabeth Warren",2020-04-27,"celebration","trust","8"
"8307",863,"Elizabeth Warren",2020-04-27,"love","joy","8"
"8308",863,"Elizabeth Warren",2020-04-27,"love","positive","8"
"8309",863,"Elizabeth Warren",2020-04-27,"happy","anticipation","8"
"8310",863,"Elizabeth Warren",2020-04-27,"happy","joy","8"
"8311",863,"Elizabeth Warren",2020-04-27,"happy","positive","8"
"8312",863,"Elizabeth Warren",2020-04-27,"happy","trust","8"
"8313",863,"Elizabeth Warren",2020-04-27,"birthday","anticipation","8"
"8314",863,"Elizabeth Warren",2020-04-27,"birthday","joy","8"
"8315",863,"Elizabeth Warren",2020-04-27,"birthday","positive","8"
"8316",863,"Elizabeth Warren",2020-04-27,"birthday","surprise","8"
"8317",863,"Elizabeth Warren",2020-04-27,"sweetie","positive","8"
"8318",864,"Elizabeth Warren",2020-04-27,"glad","anticipation","8"
"8319",864,"Elizabeth Warren",2020-04-27,"glad","joy","8"
"8320",864,"Elizabeth Warren",2020-04-27,"glad","positive","8"
"8321",864,"Elizabeth Warren",2020-04-27,"talk","positive","8"
"8322",864,"Elizabeth Warren",2020-04-27,"essential","positive","8"
"8323",864,"Elizabeth Warren",2020-04-27,"reason","positive","8"
"8324",864,"Elizabeth Warren",2020-04-27,"minimum","negative","8"
"8325",864,"Elizabeth Warren",2020-04-27,"dignity","positive","8"
"8326",864,"Elizabeth Warren",2020-04-27,"dignity","trust","8"
"8327",864,"Elizabeth Warren",2020-04-27,"respect","anticipation","8"
"8328",864,"Elizabeth Warren",2020-04-27,"respect","joy","8"
"8329",864,"Elizabeth Warren",2020-04-27,"respect","positive","8"
"8330",864,"Elizabeth Warren",2020-04-27,"respect","trust","8"
"8331",864,"Elizabeth Warren",2020-04-27,"join","positive","8"
"8332",864,"Elizabeth Warren",2020-04-27,"fight","anger","8"
"8333",864,"Elizabeth Warren",2020-04-27,"fight","fear","8"
"8334",864,"Elizabeth Warren",2020-04-27,"fight","negative","8"
"8335",865,"Elizabeth Warren",2020-04-27,"action","positive","8"
"8336",865,"Elizabeth Warren",2020-04-27,"launch","anticipation","8"
"8337",865,"Elizabeth Warren",2020-04-27,"launch","positive","8"
"8338",865,"Elizabeth Warren",2020-04-27,"join","positive","8"
"8339",865,"Elizabeth Warren",2020-04-27,"fight","anger","8"
"8340",865,"Elizabeth Warren",2020-04-27,"fight","fear","8"
"8341",865,"Elizabeth Warren",2020-04-27,"fight","negative","8"
"8342",865,"Elizabeth Warren",2020-04-27,"protect","positive","8"
"8343",865,"Elizabeth Warren",2020-04-27,"essential","positive","8"
"8344",867,"Elizabeth Warren",2020-04-26,"forward","positive","8"
"8345",867,"Elizabeth Warren",2020-04-26,"action","positive","8"
"8346",867,"Elizabeth Warren",2020-04-26,"join","positive","8"
"8347",868,"Elizabeth Warren",2020-04-25,"plan","anticipation","7"
"8348",868,"Elizabeth Warren",2020-04-25,"virus","negative","7"
"8349",868,"Elizabeth Warren",2020-04-25,"risk","anticipation","7"
"8350",868,"Elizabeth Warren",2020-04-25,"risk","fear","7"
"8351",868,"Elizabeth Warren",2020-04-25,"risk","negative","7"
"8352",868,"Elizabeth Warren",2020-04-25,"losing","anger","7"
"8353",868,"Elizabeth Warren",2020-04-25,"losing","negative","7"
"8354",868,"Elizabeth Warren",2020-04-25,"losing","sadness","7"
"8355",868,"Elizabeth Warren",2020-04-25,"progress","anticipation","7"
"8356",868,"Elizabeth Warren",2020-04-25,"progress","joy","7"
"8357",868,"Elizabeth Warren",2020-04-25,"progress","positive","7"
"8358",868,"Elizabeth Warren",2020-04-25,"option","positive","7"
"8359",868,"Elizabeth Warren",2020-04-25,"plan","anticipation","7"
"8360",868,"Elizabeth Warren",2020-04-25,"virus","negative","7"
"8361",868,"Elizabeth Warren",2020-04-25,"contact","positive","7"
"8362",869,"Elizabeth Warren",2020-04-24,"catch","surprise","7"
"8363",869,"Elizabeth Warren",2020-04-24,"supplies","positive","7"
"8364",869,"Elizabeth Warren",2020-04-24,"government","fear","7"
"8365",869,"Elizabeth Warren",2020-04-24,"government","negative","7"
"8366",871,"Elizabeth Warren",2020-04-23,"brother","positive","7"
"8367",871,"Elizabeth Warren",2020-04-23,"brother","trust","7"
"8368",871,"Elizabeth Warren",2020-04-23,"don","positive","7"
"8369",871,"Elizabeth Warren",2020-04-23,"don","trust","7"
"8370",871,"Elizabeth Warren",2020-04-23,"joined","positive","7"
"8371",871,"Elizabeth Warren",2020-04-23,"force","anger","7"
"8372",871,"Elizabeth Warren",2020-04-23,"force","fear","7"
"8373",871,"Elizabeth Warren",2020-04-23,"force","negative","7"
"8374",871,"Elizabeth Warren",2020-04-23,"spent","negative","7"
"8375",871,"Elizabeth Warren",2020-04-23,"career","anticipation","7"
"8376",871,"Elizabeth Warren",2020-04-23,"career","positive","7"
"8377",871,"Elizabeth Warren",2020-04-23,"military","fear","7"
"8378",871,"Elizabeth Warren",2020-04-23,"including","positive","7"
"8379",871,"Elizabeth Warren",2020-04-23,"combat","anger","7"
"8380",871,"Elizabeth Warren",2020-04-23,"combat","fear","7"
"8381",871,"Elizabeth Warren",2020-04-23,"combat","negative","7"
"8382",871,"Elizabeth Warren",2020-04-23,"charming","positive","7"
"8383",871,"Elizabeth Warren",2020-04-23,"leader","positive","7"
"8384",871,"Elizabeth Warren",2020-04-23,"leader","trust","7"
"8385",871,"Elizabeth Warren",2020-04-23,"extra","positive","7"
"8386",871,"Elizabeth Warren",2020-04-23,"special","joy","7"
"8387",871,"Elizabeth Warren",2020-04-23,"special","positive","7"
"8388",871,"Elizabeth Warren",2020-04-23,"grateful","positive","7"
"8389",871,"Elizabeth Warren",2020-04-23,"love","joy","7"
"8390",871,"Elizabeth Warren",2020-04-23,"love","positive","7"
"8391",871,"Elizabeth Warren",2020-04-23,"funeral","sadness","7"
"8392",871,"Elizabeth Warren",2020-04-23,"brother","positive","7"
"8393",871,"Elizabeth Warren",2020-04-23,"brother","trust","7"
"8394",872,"Elizabeth Warren",2020-04-22,"real","positive","7"
"8395",872,"Elizabeth Warren",2020-04-22,"real","trust","7"
"8396",872,"Elizabeth Warren",2020-04-22,"change","fear","7"
"8397",872,"Elizabeth Warren",2020-04-22,"bold","positive","7"
"8398",872,"Elizabeth Warren",2020-04-22,"real","positive","7"
"8399",872,"Elizabeth Warren",2020-04-22,"real","trust","7"
"8400",872,"Elizabeth Warren",2020-04-22,"change","fear","7"
"8401",872,"Elizabeth Warren",2020-04-22,"fighting","anger","7"
"8402",872,"Elizabeth Warren",2020-04-22,"fighting","negative","7"
"8403",872,"Elizabeth Warren",2020-04-22,"bold","positive","7"
"8404",872,"Elizabeth Warren",2020-04-22,"fighting","anger","7"
"8405",872,"Elizabeth Warren",2020-04-22,"fighting","negative","7"
"8406",872,"Elizabeth Warren",2020-04-22,"ballot","anticipation","7"
"8407",872,"Elizabeth Warren",2020-04-22,"ballot","positive","7"
"8408",872,"Elizabeth Warren",2020-04-22,"ballot","trust","7"
"8409",872,"Elizabeth Warren",2020-04-22,"join","positive","7"
"8410",872,"Elizabeth Warren",2020-04-22,"fight","anger","7"
"8411",872,"Elizabeth Warren",2020-04-22,"fight","fear","7"
"8412",872,"Elizabeth Warren",2020-04-22,"fight","negative","7"
"8413",873,"Elizabeth Warren",2020-04-22,"righteous","positive","7"
"8414",873,"Elizabeth Warren",2020-04-22,"elect","positive","7"
"8415",873,"Elizabeth Warren",2020-04-22,"elect","trust","7"
"8416",873,"Elizabeth Warren",2020-04-22,"proud","anticipation","7"
"8417",873,"Elizabeth Warren",2020-04-22,"proud","joy","7"
"8418",873,"Elizabeth Warren",2020-04-22,"proud","positive","7"
"8419",873,"Elizabeth Warren",2020-04-22,"proud","trust","7"
"8420",873,"Elizabeth Warren",2020-04-22,"shoulder","positive","7"
"8421",873,"Elizabeth Warren",2020-04-22,"shoulder","trust","7"
"8422",873,"Elizabeth Warren",2020-04-22,"shoulder","positive","7"
"8423",873,"Elizabeth Warren",2020-04-22,"shoulder","trust","7"
"8424",873,"Elizabeth Warren",2020-04-22,"join","positive","7"
"8425",874,"Elizabeth Warren",2020-04-21,"provide","positive","7"
"8426",874,"Elizabeth Warren",2020-04-21,"provide","trust","7"
"8427",874,"Elizabeth Warren",2020-04-21,"comprehensive","positive","7"
"8428",874,"Elizabeth Warren",2020-04-21,"relief","positive","7"
"8429",874,"Elizabeth Warren",2020-04-21,"relief","positive","7"
"8430",874,"Elizabeth Warren",2020-04-21,"plan","anticipation","7"
"8431",874,"Elizabeth Warren",2020-04-21,"prevent","fear","7"
"8432",874,"Elizabeth Warren",2020-04-21,"credit","positive","7"
"8433",874,"Elizabeth Warren",2020-04-21,"credit","trust","7"
"8434",874,"Elizabeth Warren",2020-04-21,"damage","anger","7"
"8435",874,"Elizabeth Warren",2020-04-21,"damage","disgust","7"
"8436",874,"Elizabeth Warren",2020-04-21,"damage","negative","7"
"8437",874,"Elizabeth Warren",2020-04-21,"damage","sadness","7"
"8438",874,"Elizabeth Warren",2020-04-21,"cancel","negative","7"
"8439",874,"Elizabeth Warren",2020-04-21,"cancel","sadness","7"
"8440",874,"Elizabeth Warren",2020-04-21,"debt","negative","7"
"8441",874,"Elizabeth Warren",2020-04-21,"debt","sadness","7"
"8442",874,"Elizabeth Warren",2020-04-21,"learn","positive","7"
"8443",876,"Elizabeth Warren",2020-04-20,"beating","anger","7"
"8444",876,"Elizabeth Warren",2020-04-20,"beating","fear","7"
"8445",876,"Elizabeth Warren",2020-04-20,"beating","negative","7"
"8446",876,"Elizabeth Warren",2020-04-20,"beating","sadness","7"
"8447",876,"Elizabeth Warren",2020-04-20,"democracy","positive","7"
"8448",876,"Elizabeth Warren",2020-04-20,"beating","anger","7"
"8449",876,"Elizabeth Warren",2020-04-20,"beating","fear","7"
"8450",876,"Elizabeth Warren",2020-04-20,"beating","negative","7"
"8451",876,"Elizabeth Warren",2020-04-20,"beating","sadness","7"
"8452",876,"Elizabeth Warren",2020-04-20,"democracy","positive","7"
"8453",876,"Elizabeth Warren",2020-04-20,"protecting","positive","7"
"8454",876,"Elizabeth Warren",2020-04-20,"protecting","trust","7"
"8455",876,"Elizabeth Warren",2020-04-20,"vote","anger","7"
"8456",876,"Elizabeth Warren",2020-04-20,"vote","anticipation","7"
"8457",876,"Elizabeth Warren",2020-04-20,"vote","joy","7"
"8458",876,"Elizabeth Warren",2020-04-20,"vote","negative","7"
"8459",876,"Elizabeth Warren",2020-04-20,"vote","positive","7"
"8460",876,"Elizabeth Warren",2020-04-20,"vote","sadness","7"
"8461",876,"Elizabeth Warren",2020-04-20,"vote","surprise","7"
"8462",876,"Elizabeth Warren",2020-04-20,"vote","trust","7"
"8463",878,"Elizabeth Warren",2020-04-19,"real","positive","7"
"8464",878,"Elizabeth Warren",2020-04-19,"real","trust","7"
"8465",878,"Elizabeth Warren",2020-04-19,"oversight","negative","7"
"8466",878,"Elizabeth Warren",2020-04-19,"agree","positive","7"
"8467",878,"Elizabeth Warren",2020-04-19,"government","fear","7"
"8468",878,"Elizabeth Warren",2020-04-19,"government","negative","7"
"8469",878,"Elizabeth Warren",2020-04-19,"action","positive","7"
"8470",879,"Elizabeth Warren",2020-04-19,"crisis","negative","7"
"8471",879,"Elizabeth Warren",2020-04-19,"president","positive","7"
"8472",879,"Elizabeth Warren",2020-04-19,"president","trust","7"
"8473",879,"Elizabeth Warren",2020-04-19,"leading","trust","7"
"8474",879,"Elizabeth Warren",2020-04-19,"president","positive","7"
"8475",879,"Elizabeth Warren",2020-04-19,"president","trust","7"
"8476",879,"Elizabeth Warren",2020-04-19,"lead","positive","7"
"8477",879,"Elizabeth Warren",2020-04-19,"empathy","positive","7"
"8478",880,"Elizabeth Warren",2020-04-18,"oversight","negative","7"
"8479",880,"Elizabeth Warren",2020-04-18,"trump","surprise","7"
"8480",880,"Elizabeth Warren",2020-04-18,"fire","fear","7"
"8481",880,"Elizabeth Warren",2020-04-18,"avoid","fear","7"
"8482",880,"Elizabeth Warren",2020-04-18,"avoid","negative","7"
"8483",880,"Elizabeth Warren",2020-04-18,"fire","fear","7"
"8484",880,"Elizabeth Warren",2020-04-18,"congress","disgust","7"
"8485",880,"Elizabeth Warren",2020-04-18,"congress","trust","7"
"8486",880,"Elizabeth Warren",2020-04-18,"fire","fear","7"
"8487",880,"Elizabeth Warren",2020-04-18,"accountable","positive","7"
"8488",880,"Elizabeth Warren",2020-04-18,"accountable","trust","7"
"8489",880,"Elizabeth Warren",2020-04-18,"management","positive","7"
"8490",880,"Elizabeth Warren",2020-04-18,"management","trust","7"
"8491",880,"Elizabeth Warren",2020-04-18,"pandemic","fear","7"
"8492",880,"Elizabeth Warren",2020-04-18,"pandemic","negative","7"
"8493",880,"Elizabeth Warren",2020-04-18,"pandemic","sadness","7"
"8494",881,"Elizabeth Warren",2020-04-17,"trump","surprise","7"
"8495",881,"Elizabeth Warren",2020-04-17,"trump","surprise","7"
"8496",881,"Elizabeth Warren",2020-04-17,"trump","surprise","7"
"8497",881,"Elizabeth Warren",2020-04-17,"congress","disgust","7"
"8498",881,"Elizabeth Warren",2020-04-17,"congress","trust","7"
"8499",881,"Elizabeth Warren",2020-04-17,"giant","fear","7"
"8500",881,"Elizabeth Warren",2020-04-17,"real","positive","7"
"8501",881,"Elizabeth Warren",2020-04-17,"real","trust","7"
"8502",881,"Elizabeth Warren",2020-04-17,"plan","anticipation","7"
"8503",882,"Elizabeth Warren",2020-04-16,"protecting","positive","7"
"8504",882,"Elizabeth Warren",2020-04-16,"protecting","trust","7"
"8505",882,"Elizabeth Warren",2020-04-16,"fair","positive","7"
"8506",883,"Elizabeth Warren",2020-04-16,"congress","disgust","7"
"8507",883,"Elizabeth Warren",2020-04-16,"congress","trust","7"
"8508",883,"Elizabeth Warren",2020-04-16,"congress","disgust","7"
"8509",883,"Elizabeth Warren",2020-04-16,"congress","trust","7"
"8510",883,"Elizabeth Warren",2020-04-16,"bold","positive","7"
"8511",883,"Elizabeth Warren",2020-04-16,"crisis","negative","7"
"8512",883,"Elizabeth Warren",2020-04-16,"save","joy","7"
"8513",883,"Elizabeth Warren",2020-04-16,"save","positive","7"
"8514",883,"Elizabeth Warren",2020-04-16,"save","trust","7"
"8515",883,"Elizabeth Warren",2020-04-16,"plan","anticipation","7"
"8516",884,"Elizabeth Warren",2020-04-16,"top","anticipation","7"
"8517",884,"Elizabeth Warren",2020-04-16,"top","positive","7"
"8518",884,"Elizabeth Warren",2020-04-16,"top","trust","7"
"8519",884,"Elizabeth Warren",2020-04-16,"hospital","fear","7"
"8520",884,"Elizabeth Warren",2020-04-16,"hospital","sadness","7"
"8521",884,"Elizabeth Warren",2020-04-16,"hospital","trust","7"
"8522",884,"Elizabeth Warren",2020-04-16,"understanding","positive","7"
"8523",884,"Elizabeth Warren",2020-04-16,"understanding","trust","7"
"8524",884,"Elizabeth Warren",2020-04-16,"crisis","negative","7"
"8525",885,"Elizabeth Warren",2020-04-16,"leader","positive","7"
"8526",885,"Elizabeth Warren",2020-04-16,"leader","trust","7"
"8527",885,"Elizabeth Warren",2020-04-16,"count","positive","7"
"8528",885,"Elizabeth Warren",2020-04-16,"count","trust","7"
"8529",885,"Elizabeth Warren",2020-04-16,"importance","anticipation","7"
"8530",885,"Elizabeth Warren",2020-04-16,"importance","positive","7"
"8531",885,"Elizabeth Warren",2020-04-16,"leader","positive","7"
"8532",885,"Elizabeth Warren",2020-04-16,"leader","trust","7"
"8533",885,"Elizabeth Warren",2020-04-16,"count","positive","7"
