"name","date","followers","followers_change","rank","republican","followers_1k","description","date_label"
"realdonaldtrump",2020-01-11,16914385,29795,2,TRUE,16914,"First known death","2020-01-11 :  First known death"
"sentedcruz",2020-01-11,425258,48,6,TRUE,425,"First known death","2020-01-11 :  First known death"
"barackobama",2020-01-12,25727825,12312,1,FALSE,25728,"First known death","2020-01-12 :  First known death"
"berniesanders",2020-01-12,4079633,5482,3,FALSE,4080,"First known death","2020-01-12 :  First known death"
"joebiden",2020-01-12,1408860,641,5,FALSE,1409,"First known death","2020-01-12 :  First known death"
"elizabethwarren",2020-01-12,2220351,1340,4,FALSE,2220,"First known death","2020-01-12 :  First known death"
"realdonaldtrump",2020-01-12,16949835,35450,2,TRUE,16950,"First known death","2020-01-12 :  First known death"
"sentedcruz",2020-01-12,425438,180,6,TRUE,425,"First known death","2020-01-12 :  First known death"
"barackobama",2020-01-13,25738511,10686,1,FALSE,25739,"First known death","2020-01-13 :  First known death"
"berniesanders",2020-01-13,4088101,8468,3,FALSE,4088,"First known death","2020-01-13 :  First known death"
"joebiden",2020-01-13,1409419,559,5,FALSE,1409,"First known death","2020-01-13 :  First known death"
"elizabethwarren",2020-01-13,2222084,1733,4,FALSE,2222,"First known death","2020-01-13 :  First known death"
"realdonaldtrump",2020-01-13,17005217,55382,2,TRUE,17005,"First known death","2020-01-13 :  First known death"
"sentedcruz",2020-01-13,425599,161,6,TRUE,426,"First known death","2020-01-13 :  First known death"
"barackobama",2020-01-14,25744508,5997,1,FALSE,25745,"First known death","2020-01-14 :  First known death"
"berniesanders",2020-01-14,4095474,7373,3,FALSE,4095,"First known death","2020-01-14 :  First known death"
"joebiden",2020-01-14,1410188,769,5,FALSE,1410,"First known death","2020-01-14 :  First known death"
"elizabethwarren",2020-01-14,2222683,599,4,FALSE,2223,"First known death","2020-01-14 :  First known death"
"realdonaldtrump",2020-01-14,17032994,27777,2,TRUE,17033,"First known death","2020-01-14 :  First known death"
"sentedcruz",2020-01-14,425830,231,6,TRUE,426,"First known death","2020-01-14 :  First known death"
"barackobama",2020-01-15,25751787,7279,1,FALSE,25752,"First known death","2020-01-15 :  First known death"
"berniesanders",2020-01-15,4103491,8017,3,FALSE,4103,"First known death","2020-01-15 :  First known death"
"joebiden",2020-01-15,1410822,634,5,FALSE,1411,"First known death","2020-01-15 :  First known death"
"elizabethwarren",2020-01-15,2223799,1116,4,FALSE,2224,"First known death","2020-01-15 :  First known death"
"realdonaldtrump",2020-01-15,17050583,17589,2,TRUE,17051,"First known death","2020-01-15 :  First known death"
"sentedcruz",2020-01-15,426184,354,6,TRUE,426,"First known death","2020-01-15 :  First known death"
"barackobama",2020-01-16,25758165,6378,1,FALSE,25758,"First known death","2020-01-16 :  First known death"
"berniesanders",2020-01-16,4114670,11179,3,FALSE,4115,"First known death","2020-01-16 :  First known death"
"joebiden",2020-01-16,1411153,331,5,FALSE,1411,"First known death","2020-01-16 :  First known death"
"elizabethwarren",2020-01-16,2224699,900,4,FALSE,2225,"First known death","2020-01-16 :  First known death"
"realdonaldtrump",2020-01-16,17064324,13741,2,TRUE,17064,"First known death","2020-01-16 :  First known death"
"sentedcruz",2020-01-16,426565,381,6,TRUE,427,"First known death","2020-01-16 :  First known death"
"barackobama",2020-01-17,25764147,5982,1,FALSE,25764,"First known death","2020-01-17 :  First known death"
"berniesanders",2020-01-17,4121195,6525,3,FALSE,4121,"First known death","2020-01-17 :  First known death"
"joebiden",2020-01-17,1412053,900,5,FALSE,1412,"First known death","2020-01-17 :  First known death"
"elizabethwarren",2020-01-17,2225798,1099,4,FALSE,2226,"First known death","2020-01-17 :  First known death"
"realdonaldtrump",2020-01-17,17078879,14555,2,TRUE,17079,"First known death","2020-01-17 :  First known death"
"sentedcruz",2020-01-17,427265,700,6,TRUE,427,"First known death","2020-01-17 :  First known death"
"barackobama",2020-01-18,26163906,399759,1,FALSE,26164,"First known death","2020-01-18 :  First known death"
"berniesanders",2020-01-18,4127415,6220,3,FALSE,4127,"First known death","2020-01-18 :  First known death"
"joebiden",2020-01-18,1413217,1164,5,FALSE,1413,"First known death","2020-01-18 :  First known death"
"elizabethwarren",2020-01-18,2227526,1728,4,FALSE,2228,"First known death","2020-01-18 :  First known death"
"realdonaldtrump",2020-01-18,17090032,11153,2,TRUE,17090,"First known death","2020-01-18 :  First known death"
"sentedcruz",2020-01-18,427905,640,6,TRUE,428,"First known death","2020-01-18 :  First known death"
"barackobama",2020-01-19,26369700,205794,1,FALSE,26370,"First known death","2020-01-19 :  First known death"
"berniesanders",2020-01-19,4132318,4903,3,FALSE,4132,"First known death","2020-01-19 :  First known death"
"joebiden",2020-01-19,1413569,352,5,FALSE,1414,"First known death","2020-01-19 :  First known death"
"elizabethwarren",2020-01-19,2228314,788,4,FALSE,2228,"First known death","2020-01-19 :  First known death"
"realdonaldtrump",2020-01-19,17107990,17958,2,TRUE,17108,"First known death","2020-01-19 :  First known death"
"sentedcruz",2020-01-19,429110,1205,6,TRUE,429,"First known death","2020-01-19 :  First known death"
"barackobama",2020-01-20,26408675,38975,1,FALSE,26409,"First known death","2020-01-20 :  First known death"
"berniesanders",2020-01-20,4136363,4045,3,FALSE,4136,"First known death","2020-01-20 :  First known death"
"joebiden",2020-01-20,1413801,232,5,FALSE,1414,"First known death","2020-01-20 :  First known death"
"elizabethwarren",2020-01-20,2230017,1703,4,FALSE,2230,"First known death","2020-01-20 :  First known death"
"realdonaldtrump",2020-01-20,17122664,14674,2,TRUE,17123,"First known death","2020-01-20 :  First known death"
"sentedcruz",2020-01-20,430810,1700,6,TRUE,431,"First known death","2020-01-20 :  First known death"
"barackobama",2020-01-21,26433702,25027,1,FALSE,26434,"First known death","2020-01-21 :  First known death"
"berniesanders",2020-01-21,4141574,5211,3,FALSE,4142,"First known death","2020-01-21 :  First known death"
"joebiden",2020-01-21,1414253,452,5,FALSE,1414,"First known death","2020-01-21 :  First known death"
"elizabethwarren",2020-01-21,2231773,1756,4,FALSE,2232,"First known death","2020-01-21 :  First known death"
"realdonaldtrump",2020-01-21,17132635,9971,2,TRUE,17133,"First known death","2020-01-21 :  First known death"
"sentedcruz",2020-01-21,432391,1581,6,TRUE,432,"First known death","2020-01-21 :  First known death"
"barackobama",2020-01-22,26461945,28243,1,FALSE,26462,"First known death","2020-01-22 :  First known death"
"berniesanders",2020-01-22,4146706,5132,3,FALSE,4147,"First known death","2020-01-22 :  First known death"
"joebiden",2020-01-22,1414339,86,5,FALSE,1414,"First known death","2020-01-22 :  First known death"
"elizabethwarren",2020-01-22,2232707,934,4,FALSE,2233,"First known death","2020-01-22 :  First known death"
"realdonaldtrump",2020-01-22,17146632,13997,2,TRUE,17147,"First known death","2020-01-22 :  First known death"
"sentedcruz",2020-01-22,433780,1389,6,TRUE,434,"First known death","2020-01-22 :  First known death"
"barackobama",2020-01-23,26485122,23177,1,FALSE,26485,"Wuhan closed off","2020-01-23 :  Wuhan closed off"
"berniesanders",2020-01-23,4152007,5301,3,FALSE,4152,"Wuhan closed off","2020-01-23 :  Wuhan closed off"
"joebiden",2020-01-23,1414602,263,5,FALSE,1415,"Wuhan closed off","2020-01-23 :  Wuhan closed off"
"elizabethwarren",2020-01-23,2233495,788,4,FALSE,2233,"Wuhan closed off","2020-01-23 :  Wuhan closed off"
"realdonaldtrump",2020-01-23,17158212,11580,2,TRUE,17158,"Wuhan closed off","2020-01-23 :  Wuhan closed off"
"sentedcruz",2020-01-23,435052,1272,6,TRUE,435,"Wuhan closed off","2020-01-23 :  Wuhan closed off"
"barackobama",2020-01-24,26506906,21784,1,FALSE,26507,"Wuhan closed off","2020-01-24 :  Wuhan closed off"
"berniesanders",2020-01-24,4156805,4798,3,FALSE,4157,"Wuhan closed off","2020-01-24 :  Wuhan closed off"
"joebiden",2020-01-24,1414358,-244,5,FALSE,1414,"Wuhan closed off","2020-01-24 :  Wuhan closed off"
"elizabethwarren",2020-01-24,2234833,1338,4,FALSE,2235,"Wuhan closed off","2020-01-24 :  Wuhan closed off"
"realdonaldtrump",2020-01-24,17173458,15246,2,TRUE,17173,"Wuhan closed off","2020-01-24 :  Wuhan closed off"
"sentedcruz",2020-01-24,436318,1266,6,TRUE,436,"Wuhan closed off","2020-01-24 :  Wuhan closed off"
"barackobama",2020-01-25,26530526,23620,1,FALSE,26531,"Wuhan closed off","2020-01-25 :  Wuhan closed off"
"berniesanders",2020-01-25,4162589,5784,3,FALSE,4163,"Wuhan closed off","2020-01-25 :  Wuhan closed off"
"joebiden",2020-01-25,1414609,251,5,FALSE,1415,"Wuhan closed off","2020-01-25 :  Wuhan closed off"
"elizabethwarren",2020-01-25,2236302,1469,4,FALSE,2236,"Wuhan closed off","2020-01-25 :  Wuhan closed off"
"realdonaldtrump",2020-01-25,17192082,18624,2,TRUE,17192,"Wuhan closed off","2020-01-25 :  Wuhan closed off"
"sentedcruz",2020-01-25,437378,1060,6,TRUE,437,"Wuhan closed off","2020-01-25 :  Wuhan closed off"
"barackobama",2020-01-26,26552512,21986,1,FALSE,26553,"Wuhan closed off","2020-01-26 :  Wuhan closed off"
"berniesanders",2020-01-26,4168708,6119,3,FALSE,4169,"Wuhan closed off","2020-01-26 :  Wuhan closed off"
"joebiden",2020-01-26,1414634,25,5,FALSE,1415,"Wuhan closed off","2020-01-26 :  Wuhan closed off"
"elizabethwarren",2020-01-26,2237338,1036,4,FALSE,2237,"Wuhan closed off","2020-01-26 :  Wuhan closed off"
"realdonaldtrump",2020-01-26,17207990,15908,2,TRUE,17208,"Wuhan closed off","2020-01-26 :  Wuhan closed off"
"sentedcruz",2020-01-26,438430,1052,6,TRUE,438,"Wuhan closed off","2020-01-26 :  Wuhan closed off"
"barackobama",2020-01-27,26595662,43150,1,FALSE,26596,"Wuhan closed off","2020-01-27 :  Wuhan closed off"
"berniesanders",2020-01-27,4175015,6307,3,FALSE,4175,"Wuhan closed off","2020-01-27 :  Wuhan closed off"
"joebiden",2020-01-27,1414952,318,5,FALSE,1415,"Wuhan closed off","2020-01-27 :  Wuhan closed off"
"elizabethwarren",2020-01-27,2238505,1167,4,FALSE,2239,"Wuhan closed off","2020-01-27 :  Wuhan closed off"
"realdonaldtrump",2020-01-27,17233500,25510,2,TRUE,17234,"Wuhan closed off","2020-01-27 :  Wuhan closed off"
"sentedcruz",2020-01-27,439205,775,6,TRUE,439,"Wuhan closed off","2020-01-27 :  Wuhan closed off"
"barackobama",2020-01-28,26627585,31923,1,FALSE,26628,"Wuhan closed off","2020-01-28 :  Wuhan closed off"
"berniesanders",2020-01-28,4179578,4563,3,FALSE,4180,"Wuhan closed off","2020-01-28 :  Wuhan closed off"
"joebiden",2020-01-28,1415591,639,5,FALSE,1416,"Wuhan closed off","2020-01-28 :  Wuhan closed off"
"elizabethwarren",2020-01-28,2239671,1166,4,FALSE,2240,"Wuhan closed off","2020-01-28 :  Wuhan closed off"
"realdonaldtrump",2020-01-28,17257073,23573,2,TRUE,17257,"Wuhan closed off","2020-01-28 :  Wuhan closed off"
"sentedcruz",2020-01-28,441371,2166,6,TRUE,441,"Wuhan closed off","2020-01-28 :  Wuhan closed off"
"barackobama",2020-01-29,26643756,16171,1,FALSE,26644,"Wuhan closed off","2020-01-29 :  Wuhan closed off"
"berniesanders",2020-01-29,4184363,4785,3,FALSE,4184,"Wuhan closed off","2020-01-29 :  Wuhan closed off"
"joebiden",2020-01-29,1416438,847,5,FALSE,1416,"Wuhan closed off","2020-01-29 :  Wuhan closed off"
"elizabethwarren",2020-01-29,2240812,1141,4,FALSE,2241,"Wuhan closed off","2020-01-29 :  Wuhan closed off"
"realdonaldtrump",2020-01-29,17268677,11604,2,TRUE,17269,"Wuhan closed off","2020-01-29 :  Wuhan closed off"
"sentedcruz",2020-01-29,442492,1121,6,TRUE,442,"Wuhan closed off","2020-01-29 :  Wuhan closed off"
"barackobama",2020-01-30,26656712,12956,1,FALSE,26657,"Wuhan closed off","2020-01-30 :  Wuhan closed off"
"berniesanders",2020-01-30,4189903,5540,3,FALSE,4190,"Wuhan closed off","2020-01-30 :  Wuhan closed off"
"joebiden",2020-01-30,1417190,752,5,FALSE,1417,"Wuhan closed off","2020-01-30 :  Wuhan closed off"
"elizabethwarren",2020-01-30,2241359,547,4,FALSE,2241,"Wuhan closed off","2020-01-30 :  Wuhan closed off"
"realdonaldtrump",2020-01-30,17281603,12926,2,TRUE,17282,"Wuhan closed off","2020-01-30 :  Wuhan closed off"
"sentedcruz",2020-01-30,443023,531,6,TRUE,443,"Wuhan closed off","2020-01-30 :  Wuhan closed off"
"barackobama",2020-01-31,26668043,11331,1,FALSE,26668,"Trump restricts travel from China","2020-01-31 :  Trump restricts travel from China"
"berniesanders",2020-01-31,4194141,4238,3,FALSE,4194,"Trump restricts travel from China","2020-01-31 :  Trump restricts travel from China"
"joebiden",2020-01-31,1417976,786,5,FALSE,1418,"Trump restricts travel from China","2020-01-31 :  Trump restricts travel from China"
"elizabethwarren",2020-01-31,2242010,651,4,FALSE,2242,"Trump restricts travel from China","2020-01-31 :  Trump restricts travel from China"
"realdonaldtrump",2020-01-31,17293458,11855,2,TRUE,17293,"Trump restricts travel from China","2020-01-31 :  Trump restricts travel from China"
"sentedcruz",2020-01-31,444095,1072,6,TRUE,444,"Trump restricts travel from China","2020-01-31 :  Trump restricts travel from China"
"barackobama",2020-02-01,26680043,12000,1,FALSE,26680,"Trump restricts travel from China","2020-02-01 :  Trump restricts travel from China"
"berniesanders",2020-02-01,4197644,3503,3,FALSE,4198,"Trump restricts travel from China","2020-02-01 :  Trump restricts travel from China"
"joebiden",2020-02-01,1418643,667,5,FALSE,1419,"Trump restricts travel from China","2020-02-01 :  Trump restricts travel from China"
"elizabethwarren",2020-02-01,2242516,506,4,FALSE,2243,"Trump restricts travel from China","2020-02-01 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-01,17305468,12010,2,TRUE,17305,"Trump restricts travel from China","2020-02-01 :  Trump restricts travel from China"
"sentedcruz",2020-02-01,444812,717,6,TRUE,445,"Trump restricts travel from China","2020-02-01 :  Trump restricts travel from China"
"barackobama",2020-02-02,26690742,10699,1,FALSE,26691,"Trump restricts travel from China","2020-02-02 :  Trump restricts travel from China"
"berniesanders",2020-02-02,4201366,3722,3,FALSE,4201,"Trump restricts travel from China","2020-02-02 :  Trump restricts travel from China"
"joebiden",2020-02-02,1418694,51,5,FALSE,1419,"Trump restricts travel from China","2020-02-02 :  Trump restricts travel from China"
"elizabethwarren",2020-02-02,2241913,-603,4,FALSE,2242,"Trump restricts travel from China","2020-02-02 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-02,17311255,5787,2,TRUE,17311,"Trump restricts travel from China","2020-02-02 :  Trump restricts travel from China"
"sentedcruz",2020-02-02,445294,482,6,TRUE,445,"Trump restricts travel from China","2020-02-02 :  Trump restricts travel from China"
"barackobama",2020-02-03,26699207,8465,1,FALSE,26699,"Trump restricts travel from China","2020-02-03 :  Trump restricts travel from China"
"berniesanders",2020-02-03,4206274,4908,3,FALSE,4206,"Trump restricts travel from China","2020-02-03 :  Trump restricts travel from China"
"joebiden",2020-02-03,1418871,177,5,FALSE,1419,"Trump restricts travel from China","2020-02-03 :  Trump restricts travel from China"
"elizabethwarren",2020-02-03,2241681,-232,4,FALSE,2242,"Trump restricts travel from China","2020-02-03 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-03,17319765,8510,2,TRUE,17320,"Trump restricts travel from China","2020-02-03 :  Trump restricts travel from China"
"sentedcruz",2020-02-03,445737,443,6,TRUE,446,"Trump restricts travel from China","2020-02-03 :  Trump restricts travel from China"
"barackobama",2020-02-04,26704807,5600,1,FALSE,26705,"Trump restricts travel from China","2020-02-04 :  Trump restricts travel from China"
"berniesanders",2020-02-04,4213766,7492,3,FALSE,4214,"Trump restricts travel from China","2020-02-04 :  Trump restricts travel from China"
"joebiden",2020-02-04,1418732,-139,5,FALSE,1419,"Trump restricts travel from China","2020-02-04 :  Trump restricts travel from China"
"elizabethwarren",2020-02-04,2242054,373,4,FALSE,2242,"Trump restricts travel from China","2020-02-04 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-04,17330091,10326,2,TRUE,17330,"Trump restricts travel from China","2020-02-04 :  Trump restricts travel from China"
"sentedcruz",2020-02-04,446040,303,6,TRUE,446,"Trump restricts travel from China","2020-02-04 :  Trump restricts travel from China"
"barackobama",2020-02-05,26709621,4814,1,FALSE,26710,"Trump restricts travel from China","2020-02-05 :  Trump restricts travel from China"
"berniesanders",2020-02-05,4224960,11194,3,FALSE,4225,"Trump restricts travel from China","2020-02-05 :  Trump restricts travel from China"
"joebiden",2020-02-05,1421234,2502,5,FALSE,1421,"Trump restricts travel from China","2020-02-05 :  Trump restricts travel from China"
"elizabethwarren",2020-02-05,2245768,3714,4,FALSE,2246,"Trump restricts travel from China","2020-02-05 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-05,17345645,15554,2,TRUE,17346,"Trump restricts travel from China","2020-02-05 :  Trump restricts travel from China"
"sentedcruz",2020-02-05,446826,786,6,TRUE,447,"Trump restricts travel from China","2020-02-05 :  Trump restricts travel from China"
"barackobama",2020-02-06,26716705,7084,1,FALSE,26717,"Trump restricts travel from China","2020-02-06 :  Trump restricts travel from China"
"berniesanders",2020-02-06,4232906,7946,3,FALSE,4233,"Trump restricts travel from China","2020-02-06 :  Trump restricts travel from China"
"joebiden",2020-02-06,1422642,1408,5,FALSE,1423,"Trump restricts travel from China","2020-02-06 :  Trump restricts travel from China"
"elizabethwarren",2020-02-06,2247711,1943,4,FALSE,2248,"Trump restricts travel from China","2020-02-06 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-06,17385837,40192,2,TRUE,17386,"Trump restricts travel from China","2020-02-06 :  Trump restricts travel from China"
"sentedcruz",2020-02-06,447866,1040,6,TRUE,448,"Trump restricts travel from China","2020-02-06 :  Trump restricts travel from China"
"barackobama",2020-02-07,26723372,6667,1,FALSE,26723,"Trump restricts travel from China","2020-02-07 :  Trump restricts travel from China"
"berniesanders",2020-02-07,4247563,14657,3,FALSE,4248,"Trump restricts travel from China","2020-02-07 :  Trump restricts travel from China"
"joebiden",2020-02-07,1423529,887,5,FALSE,1424,"Trump restricts travel from China","2020-02-07 :  Trump restricts travel from China"
"elizabethwarren",2020-02-07,2248817,1106,4,FALSE,2249,"Trump restricts travel from China","2020-02-07 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-07,17411562,25725,2,TRUE,17412,"Trump restricts travel from China","2020-02-07 :  Trump restricts travel from China"
"sentedcruz",2020-02-07,448367,501,6,TRUE,448,"Trump restricts travel from China","2020-02-07 :  Trump restricts travel from China"
"barackobama",2020-02-08,26727496,4124,1,FALSE,26727,"Trump restricts travel from China","2020-02-08 :  Trump restricts travel from China"
"berniesanders",2020-02-08,4255675,8112,3,FALSE,4256,"Trump restricts travel from China","2020-02-08 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-08,17426158,14596,2,TRUE,17426,"Trump restricts travel from China","2020-02-08 :  Trump restricts travel from China"
"sentedcruz",2020-02-08,448915,548,4,TRUE,449,"Trump restricts travel from China","2020-02-08 :  Trump restricts travel from China"
"barackobama",2020-02-09,26733585,6089,1,FALSE,26734,"Trump restricts travel from China","2020-02-09 :  Trump restricts travel from China"
"berniesanders",2020-02-09,4261638,5963,3,FALSE,4262,"Trump restricts travel from China","2020-02-09 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-09,17436607,10449,2,TRUE,17437,"Trump restricts travel from China","2020-02-09 :  Trump restricts travel from China"
"barackobama",2020-02-10,26738552,4967,1,FALSE,26739,"Trump restricts travel from China","2020-02-10 :  Trump restricts travel from China"
"berniesanders",2020-02-10,4266461,4823,3,FALSE,4266,"Trump restricts travel from China","2020-02-10 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-10,17445354,8747,2,TRUE,17445,"Trump restricts travel from China","2020-02-10 :  Trump restricts travel from China"
"sentedcruz",2020-02-10,449644,729,4,TRUE,450,"Trump restricts travel from China","2020-02-10 :  Trump restricts travel from China"
"barackobama",2020-02-11,26770161,31609,1,FALSE,26770,"Trump restricts travel from China","2020-02-11 :  Trump restricts travel from China"
"berniesanders",2020-02-11,4271652,5191,3,FALSE,4272,"Trump restricts travel from China","2020-02-11 :  Trump restricts travel from China"
"joebiden",2020-02-11,1421633,-1896,5,FALSE,1422,"Trump restricts travel from China","2020-02-11 :  Trump restricts travel from China"
"elizabethwarren",2020-02-11,2249414,597,4,FALSE,2249,"Trump restricts travel from China","2020-02-11 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-11,17454093,8739,2,TRUE,17454,"Trump restricts travel from China","2020-02-11 :  Trump restricts travel from China"
"sentedcruz",2020-02-11,449650,6,6,TRUE,450,"Trump restricts travel from China","2020-02-11 :  Trump restricts travel from China"
"barackobama",2020-02-12,26784507,14346,1,FALSE,26785,"Trump restricts travel from China","2020-02-12 :  Trump restricts travel from China"
"berniesanders",2020-02-12,4282017,10365,3,FALSE,4282,"Trump restricts travel from China","2020-02-12 :  Trump restricts travel from China"
"joebiden",2020-02-12,1420859,-774,5,FALSE,1421,"Trump restricts travel from China","2020-02-12 :  Trump restricts travel from China"
"elizabethwarren",2020-02-12,2248439,-975,4,FALSE,2248,"Trump restricts travel from China","2020-02-12 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-12,17466175,12082,2,TRUE,17466,"Trump restricts travel from China","2020-02-12 :  Trump restricts travel from China"
"sentedcruz",2020-02-12,449875,225,6,TRUE,450,"Trump restricts travel from China","2020-02-12 :  Trump restricts travel from China"
"barackobama",2020-02-13,26793097,8590,1,FALSE,26793,"Trump restricts travel from China","2020-02-13 :  Trump restricts travel from China"
"berniesanders",2020-02-13,4302142,20125,3,FALSE,4302,"Trump restricts travel from China","2020-02-13 :  Trump restricts travel from China"
"joebiden",2020-02-13,1421562,703,5,FALSE,1422,"Trump restricts travel from China","2020-02-13 :  Trump restricts travel from China"
"elizabethwarren",2020-02-13,2248469,30,4,FALSE,2248,"Trump restricts travel from China","2020-02-13 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-13,17477043,10868,2,TRUE,17477,"Trump restricts travel from China","2020-02-13 :  Trump restricts travel from China"
"sentedcruz",2020-02-13,450062,187,6,TRUE,450,"Trump restricts travel from China","2020-02-13 :  Trump restricts travel from China"
"barackobama",2020-02-14,26801006,7909,1,FALSE,26801,"Trump restricts travel from China","2020-02-14 :  Trump restricts travel from China"
"berniesanders",2020-02-14,4311319,9177,3,FALSE,4311,"Trump restricts travel from China","2020-02-14 :  Trump restricts travel from China"
"joebiden",2020-02-14,1421940,378,5,FALSE,1422,"Trump restricts travel from China","2020-02-14 :  Trump restricts travel from China"
"elizabethwarren",2020-02-14,2248837,368,4,FALSE,2249,"Trump restricts travel from China","2020-02-14 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-14,17486214,9171,2,TRUE,17486,"Trump restricts travel from China","2020-02-14 :  Trump restricts travel from China"
"sentedcruz",2020-02-14,450326,264,6,TRUE,450,"Trump restricts travel from China","2020-02-14 :  Trump restricts travel from China"
"barackobama",2020-02-15,26826422,25416,1,FALSE,26826,"Trump restricts travel from China","2020-02-15 :  Trump restricts travel from China"
"berniesanders",2020-02-15,4317333,6014,3,FALSE,4317,"Trump restricts travel from China","2020-02-15 :  Trump restricts travel from China"
"joebiden",2020-02-15,1421710,-230,5,FALSE,1422,"Trump restricts travel from China","2020-02-15 :  Trump restricts travel from China"
"elizabethwarren",2020-02-15,2248699,-138,4,FALSE,2249,"Trump restricts travel from China","2020-02-15 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-15,17494749,8535,2,TRUE,17495,"Trump restricts travel from China","2020-02-15 :  Trump restricts travel from China"
"sentedcruz",2020-02-15,450668,342,6,TRUE,451,"Trump restricts travel from China","2020-02-15 :  Trump restricts travel from China"
"barackobama",2020-02-16,26853581,27159,1,FALSE,26854,"Trump restricts travel from China","2020-02-16 :  Trump restricts travel from China"
"berniesanders",2020-02-16,4323781,6448,3,FALSE,4324,"Trump restricts travel from China","2020-02-16 :  Trump restricts travel from China"
"joebiden",2020-02-16,1421386,-324,5,FALSE,1421,"Trump restricts travel from China","2020-02-16 :  Trump restricts travel from China"
"elizabethwarren",2020-02-16,2248391,-308,4,FALSE,2248,"Trump restricts travel from China","2020-02-16 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-16,17503564,8815,2,TRUE,17504,"Trump restricts travel from China","2020-02-16 :  Trump restricts travel from China"
"sentedcruz",2020-02-16,451260,592,6,TRUE,451,"Trump restricts travel from China","2020-02-16 :  Trump restricts travel from China"
"barackobama",2020-02-17,26865581,12000,1,FALSE,26866,"Trump restricts travel from China","2020-02-17 :  Trump restricts travel from China"
"berniesanders",2020-02-17,4329976,6195,3,FALSE,4330,"Trump restricts travel from China","2020-02-17 :  Trump restricts travel from China"
"joebiden",2020-02-17,1421537,151,5,FALSE,1422,"Trump restricts travel from China","2020-02-17 :  Trump restricts travel from China"
"elizabethwarren",2020-02-17,2247339,-1052,4,FALSE,2247,"Trump restricts travel from China","2020-02-17 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-17,17520469,16905,2,TRUE,17520,"Trump restricts travel from China","2020-02-17 :  Trump restricts travel from China"
"sentedcruz",2020-02-17,451596,336,6,TRUE,452,"Trump restricts travel from China","2020-02-17 :  Trump restricts travel from China"
"barackobama",2020-02-18,26876577,10996,1,FALSE,26877,"Trump restricts travel from China","2020-02-18 :  Trump restricts travel from China"
"berniesanders",2020-02-18,4335551,5575,3,FALSE,4336,"Trump restricts travel from China","2020-02-18 :  Trump restricts travel from China"
"joebiden",2020-02-18,1420754,-783,5,FALSE,1421,"Trump restricts travel from China","2020-02-18 :  Trump restricts travel from China"
"elizabethwarren",2020-02-18,2247016,-323,4,FALSE,2247,"Trump restricts travel from China","2020-02-18 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-18,17532372,11903,2,TRUE,17532,"Trump restricts travel from China","2020-02-18 :  Trump restricts travel from China"
"sentedcruz",2020-02-18,451882,286,6,TRUE,452,"Trump restricts travel from China","2020-02-18 :  Trump restricts travel from China"
"barackobama",2020-02-19,26887212,10635,1,FALSE,26887,"Trump restricts travel from China","2020-02-19 :  Trump restricts travel from China"
"berniesanders",2020-02-19,4341380,5829,3,FALSE,4341,"Trump restricts travel from China","2020-02-19 :  Trump restricts travel from China"
"joebiden",2020-02-19,1421004,250,5,FALSE,1421,"Trump restricts travel from China","2020-02-19 :  Trump restricts travel from China"
"elizabethwarren",2020-02-19,2246662,-354,4,FALSE,2247,"Trump restricts travel from China","2020-02-19 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-19,17540648,8276,2,TRUE,17541,"Trump restricts travel from China","2020-02-19 :  Trump restricts travel from China"
"sentedcruz",2020-02-19,452179,297,6,TRUE,452,"Trump restricts travel from China","2020-02-19 :  Trump restricts travel from China"
"barackobama",2020-02-20,26899694,12482,1,FALSE,26900,"Trump restricts travel from China","2020-02-20 :  Trump restricts travel from China"
"berniesanders",2020-02-20,4348994,7614,3,FALSE,4349,"Trump restricts travel from China","2020-02-20 :  Trump restricts travel from China"
"joebiden",2020-02-20,1420159,-845,5,FALSE,1420,"Trump restricts travel from China","2020-02-20 :  Trump restricts travel from China"
"elizabethwarren",2020-02-20,2251491,4829,4,FALSE,2251,"Trump restricts travel from China","2020-02-20 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-20,17549429,8781,2,TRUE,17549,"Trump restricts travel from China","2020-02-20 :  Trump restricts travel from China"
"sentedcruz",2020-02-20,452484,305,6,TRUE,452,"Trump restricts travel from China","2020-02-20 :  Trump restricts travel from China"
