"name","date","followers","followers_change","rank","republican","followers_1k","description","date_label"
"barackobama",2020-02-21,26908156,8462,1,FALSE,26908,"Trump restricts travel from China","2020-02-21 :  Trump restricts travel from China"
"berniesanders",2020-02-21,4359272,10278,3,FALSE,4359,"Trump restricts travel from China","2020-02-21 :  Trump restricts travel from China"
"joebiden",2020-02-21,1420407,248,5,FALSE,1420,"Trump restricts travel from China","2020-02-21 :  Trump restricts travel from China"
"elizabethwarren",2020-02-21,2259985,8494,4,FALSE,2260,"Trump restricts travel from China","2020-02-21 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-21,17561076,11647,2,TRUE,17561,"Trump restricts travel from China","2020-02-21 :  Trump restricts travel from China"
"sentedcruz",2020-02-21,452753,269,6,TRUE,453,"Trump restricts travel from China","2020-02-21 :  Trump restricts travel from China"
"barackobama",2020-02-22,26918418,10262,1,FALSE,26918,"Trump restricts travel from China","2020-02-22 :  Trump restricts travel from China"
"berniesanders",2020-02-22,4368079,8807,3,FALSE,4368,"Trump restricts travel from China","2020-02-22 :  Trump restricts travel from China"
"joebiden",2020-02-22,1420447,40,5,FALSE,1420,"Trump restricts travel from China","2020-02-22 :  Trump restricts travel from China"
"elizabethwarren",2020-02-22,2264854,4869,4,FALSE,2265,"Trump restricts travel from China","2020-02-22 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-22,17571812,10736,2,TRUE,17572,"Trump restricts travel from China","2020-02-22 :  Trump restricts travel from China"
"sentedcruz",2020-02-22,452978,225,6,TRUE,453,"Trump restricts travel from China","2020-02-22 :  Trump restricts travel from China"
"barackobama",2020-02-23,26928128,9710,1,FALSE,26928,"Trump restricts travel from China","2020-02-23 :  Trump restricts travel from China"
"berniesanders",2020-02-23,4378891,10812,3,FALSE,4379,"Trump restricts travel from China","2020-02-23 :  Trump restricts travel from China"
"joebiden",2020-02-23,1419900,-547,5,FALSE,1420,"Trump restricts travel from China","2020-02-23 :  Trump restricts travel from China"
"elizabethwarren",2020-02-23,2267771,2917,4,FALSE,2268,"Trump restricts travel from China","2020-02-23 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-23,17580928,9116,2,TRUE,17581,"Trump restricts travel from China","2020-02-23 :  Trump restricts travel from China"
"sentedcruz",2020-02-23,453308,330,6,TRUE,453,"Trump restricts travel from China","2020-02-23 :  Trump restricts travel from China"
"barackobama",2020-02-24,26935069,6941,1,FALSE,26935,"Trump restricts travel from China","2020-02-24 :  Trump restricts travel from China"
"berniesanders",2020-02-24,4396386,17495,3,FALSE,4396,"Trump restricts travel from China","2020-02-24 :  Trump restricts travel from China"
"joebiden",2020-02-24,1419366,-534,5,FALSE,1419,"Trump restricts travel from China","2020-02-24 :  Trump restricts travel from China"
"elizabethwarren",2020-02-24,2270211,2440,4,FALSE,2270,"Trump restricts travel from China","2020-02-24 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-24,17598914,17986,2,TRUE,17599,"Trump restricts travel from China","2020-02-24 :  Trump restricts travel from China"
"sentedcruz",2020-02-24,453645,337,6,TRUE,454,"Trump restricts travel from China","2020-02-24 :  Trump restricts travel from China"
"barackobama",2020-02-25,26943194,8125,1,FALSE,26943,"Trump restricts travel from China","2020-02-25 :  Trump restricts travel from China"
"berniesanders",2020-02-25,4407698,11312,3,FALSE,4408,"Trump restricts travel from China","2020-02-25 :  Trump restricts travel from China"
"joebiden",2020-02-25,1419324,-42,5,FALSE,1419,"Trump restricts travel from China","2020-02-25 :  Trump restricts travel from China"
"elizabethwarren",2020-02-25,2273091,2880,4,FALSE,2273,"Trump restricts travel from China","2020-02-25 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-25,17791183,192269,2,TRUE,17791,"Trump restricts travel from China","2020-02-25 :  Trump restricts travel from China"
"sentedcruz",2020-02-25,454075,430,6,TRUE,454,"Trump restricts travel from China","2020-02-25 :  Trump restricts travel from China"
"barackobama",2020-02-26,26950464,7270,1,FALSE,26950,"Trump restricts travel from China","2020-02-26 :  Trump restricts travel from China"
"berniesanders",2020-02-26,4421293,13595,3,FALSE,4421,"Trump restricts travel from China","2020-02-26 :  Trump restricts travel from China"
"joebiden",2020-02-26,1419184,-140,5,FALSE,1419,"Trump restricts travel from China","2020-02-26 :  Trump restricts travel from China"
"elizabethwarren",2020-02-26,2275946,2855,4,FALSE,2276,"Trump restricts travel from China","2020-02-26 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-26,17873589,82406,2,TRUE,17874,"Trump restricts travel from China","2020-02-26 :  Trump restricts travel from China"
"sentedcruz",2020-02-26,454451,376,6,TRUE,454,"Trump restricts travel from China","2020-02-26 :  Trump restricts travel from China"
"barackobama",2020-02-27,26955560,5096,1,FALSE,26956,"Trump restricts travel from China","2020-02-27 :  Trump restricts travel from China"
"berniesanders",2020-02-27,4438043,16750,3,FALSE,4438,"Trump restricts travel from China","2020-02-27 :  Trump restricts travel from China"
"joebiden",2020-02-27,1419428,244,5,FALSE,1419,"Trump restricts travel from China","2020-02-27 :  Trump restricts travel from China"
"elizabethwarren",2020-02-27,2277956,2010,4,FALSE,2278,"Trump restricts travel from China","2020-02-27 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-27,17901944,28355,2,TRUE,17902,"Trump restricts travel from China","2020-02-27 :  Trump restricts travel from China"
"sentedcruz",2020-02-27,454692,241,6,TRUE,455,"Trump restricts travel from China","2020-02-27 :  Trump restricts travel from China"
"barackobama",2020-02-28,26959351,3791,1,FALSE,26959,"Trump restricts travel from China","2020-02-28 :  Trump restricts travel from China"
"berniesanders",2020-02-28,4454648,16605,3,FALSE,4455,"Trump restricts travel from China","2020-02-28 :  Trump restricts travel from China"
"joebiden",2020-02-28,1419284,-144,5,FALSE,1419,"Trump restricts travel from China","2020-02-28 :  Trump restricts travel from China"
"elizabethwarren",2020-02-28,2281149,3193,4,FALSE,2281,"Trump restricts travel from China","2020-02-28 :  Trump restricts travel from China"
"realdonaldtrump",2020-02-28,17912581,10637,2,TRUE,17913,"Trump restricts travel from China","2020-02-28 :  Trump restricts travel from China"
"sentedcruz",2020-02-28,455164,472,6,TRUE,455,"Trump restricts travel from China","2020-02-28 :  Trump restricts travel from China"
"barackobama",2020-02-29,26962460,3109,1,FALSE,26962,"First US death","2020-02-29 :  First US death"
"berniesanders",2020-02-29,4466730,12082,3,FALSE,4467,"First US death","2020-02-29 :  First US death"
"joebiden",2020-02-29,1419900,616,5,FALSE,1420,"First US death","2020-02-29 :  First US death"
"elizabethwarren",2020-02-29,2283286,2137,4,FALSE,2283,"First US death","2020-02-29 :  First US death"
"realdonaldtrump",2020-02-29,17931579,18998,2,TRUE,17932,"First US death","2020-02-29 :  First US death"
"sentedcruz",2020-02-29,455572,408,6,TRUE,456,"First US death","2020-02-29 :  First US death"
"barackobama",2020-03-01,26966063,3603,1,FALSE,26966,"First US death","2020-03-01 :  First US death"
"berniesanders",2020-03-01,4477597,10867,3,FALSE,4478,"First US death","2020-03-01 :  First US death"
"joebiden",2020-03-01,1422479,2579,5,FALSE,1422,"First US death","2020-03-01 :  First US death"
"elizabethwarren",2020-03-01,2284842,1556,4,FALSE,2285,"First US death","2020-03-01 :  First US death"
"realdonaldtrump",2020-03-01,17943234,11655,2,TRUE,17943,"First US death","2020-03-01 :  First US death"
"sentedcruz",2020-03-01,455817,245,6,TRUE,456,"First US death","2020-03-01 :  First US death"
"barackobama",2020-03-02,26971761,5698,1,FALSE,26972,"First US death","2020-03-02 :  First US death"
"berniesanders",2020-03-02,4493487,15890,3,FALSE,4493,"First US death","2020-03-02 :  First US death"
"joebiden",2020-03-02,1426759,4280,5,FALSE,1427,"First US death","2020-03-02 :  First US death"
"elizabethwarren",2020-03-02,2287179,2337,4,FALSE,2287,"First US death","2020-03-02 :  First US death"
"realdonaldtrump",2020-03-02,17964686,21452,2,TRUE,17965,"First US death","2020-03-02 :  First US death"
"sentedcruz",2020-03-02,456219,402,6,TRUE,456,"First US death","2020-03-02 :  First US death"
"barackobama",2020-03-03,26975973,4212,1,FALSE,26976,"First US death","2020-03-03 :  First US death"
"berniesanders",2020-03-03,4511340,17853,3,FALSE,4511,"First US death","2020-03-03 :  First US death"
"joebiden",2020-03-03,1448709,21950,5,FALSE,1449,"First US death","2020-03-03 :  First US death"
"elizabethwarren",2020-03-03,2295605,8426,4,FALSE,2296,"First US death","2020-03-03 :  First US death"
"realdonaldtrump",2020-03-03,17984111,19425,2,TRUE,17984,"First US death","2020-03-03 :  First US death"
"sentedcruz",2020-03-03,456726,507,6,TRUE,457,"First US death","2020-03-03 :  First US death"
"barackobama",2020-03-04,26979606,3633,1,FALSE,26980,"First US death","2020-03-04 :  First US death"
"berniesanders",2020-03-04,4567730,56390,3,FALSE,4568,"First US death","2020-03-04 :  First US death"
"joebiden",2020-03-04,1473902,25193,5,FALSE,1474,"First US death","2020-03-04 :  First US death"
"elizabethwarren",2020-03-04,2298228,2623,4,FALSE,2298,"First US death","2020-03-04 :  First US death"
"realdonaldtrump",2020-03-04,17988559,4448,2,TRUE,17989,"First US death","2020-03-04 :  First US death"
"sentedcruz",2020-03-04,456954,228,6,TRUE,457,"First US death","2020-03-04 :  First US death"
"barackobama",2020-03-05,26985228,5622,1,FALSE,26985,"First US death","2020-03-05 :  First US death"
"berniesanders",2020-03-05,4615274,47544,3,FALSE,4615,"First US death","2020-03-05 :  First US death"
"realdonaldtrump",2020-03-05,17991184,2625,2,TRUE,17991,"First US death","2020-03-05 :  First US death"
"sentedcruz",2020-03-05,457561,607,4,TRUE,458,"First US death","2020-03-05 :  First US death"
"barackobama",2020-03-06,26995025,9797,1,FALSE,26995,"First US death","2020-03-06 :  First US death"
"berniesanders",2020-03-06,4640976,25702,3,FALSE,4641,"First US death","2020-03-06 :  First US death"
"realdonaldtrump",2020-03-06,18000218,9034,2,TRUE,18000,"First US death","2020-03-06 :  First US death"
"sentedcruz",2020-03-06,457741,180,4,TRUE,458,"First US death","2020-03-06 :  First US death"
"barackobama",2020-03-07,27000094,5069,1,FALSE,27000,"First US death","2020-03-07 :  First US death"
"berniesanders",2020-03-07,4653006,12030,3,FALSE,4653,"First US death","2020-03-07 :  First US death"
"realdonaldtrump",2020-03-07,18027501,27283,2,TRUE,18028,"First US death","2020-03-07 :  First US death"
"sentedcruz",2020-03-07,458138,397,4,TRUE,458,"First US death","2020-03-07 :  First US death"
"barackobama",2020-03-08,27004753,4659,1,FALSE,27005,"First US death","2020-03-08 :  First US death"
"berniesanders",2020-03-08,4663649,10643,3,FALSE,4664,"First US death","2020-03-08 :  First US death"
"realdonaldtrump",2020-03-08,18052293,24792,2,TRUE,18052,"First US death","2020-03-08 :  First US death"
"sentedcruz",2020-03-08,458469,331,4,TRUE,458,"First US death","2020-03-08 :  First US death"
"barackobama",2020-03-09,27010135,5382,1,FALSE,27010,"First US death","2020-03-09 :  First US death"
"berniesanders",2020-03-09,4675457,11808,3,FALSE,4675,"First US death","2020-03-09 :  First US death"
"realdonaldtrump",2020-03-09,18069983,17690,2,TRUE,18070,"First US death","2020-03-09 :  First US death"
"sentedcruz",2020-03-09,458719,250,4,TRUE,459,"First US death","2020-03-09 :  First US death"
"barackobama",2020-03-10,27016351,6216,1,FALSE,27016,"First US death","2020-03-10 :  First US death"
"berniesanders",2020-03-10,4687402,11945,3,FALSE,4687,"First US death","2020-03-10 :  First US death"
"joebiden",2020-03-10,1521783,47881,5,FALSE,1522,"First US death","2020-03-10 :  First US death"
"elizabethwarren",2020-03-10,2350256,52028,4,FALSE,2350,"First US death","2020-03-10 :  First US death"
"realdonaldtrump",2020-03-10,18082433,12450,2,TRUE,18082,"First US death","2020-03-10 :  First US death"
"sentedcruz",2020-03-10,458955,236,6,TRUE,459,"First US death","2020-03-10 :  First US death"
"barackobama",2020-03-11,27020365,4014,1,FALSE,27020,"First US death","2020-03-11 :  First US death"
"berniesanders",2020-03-11,4703851,16449,3,FALSE,4704,"First US death","2020-03-11 :  First US death"
"joebiden",2020-03-11,1526644,4861,5,FALSE,1527,"First US death","2020-03-11 :  First US death"
"elizabethwarren",2020-03-11,2351798,1542,4,FALSE,2352,"First US death","2020-03-11 :  First US death"
"realdonaldtrump",2020-03-11,18088849,6416,2,TRUE,18089,"First US death","2020-03-11 :  First US death"
"sentedcruz",2020-03-11,459183,228,6,TRUE,459,"First US death","2020-03-11 :  First US death"
"barackobama",2020-03-12,27023891,3526,1,FALSE,27024,"First US death","2020-03-12 :  First US death"
"berniesanders",2020-03-12,4715736,11885,3,FALSE,4716,"First US death","2020-03-12 :  First US death"
"joebiden",2020-03-12,1532907,6263,5,FALSE,1533,"First US death","2020-03-12 :  First US death"
"elizabethwarren",2020-03-12,2354554,2756,4,FALSE,2355,"First US death","2020-03-12 :  First US death"
"realdonaldtrump",2020-03-12,18096815,7966,2,TRUE,18097,"First US death","2020-03-12 :  First US death"
"sentedcruz",2020-03-12,459436,253,6,TRUE,459,"First US death","2020-03-12 :  First US death"
"barackobama",2020-03-13,27032042,8151,1,FALSE,27032,"Trump declares national emergency","2020-03-13 :  Trump declares national emergency"
"berniesanders",2020-03-13,4728906,13170,3,FALSE,4729,"Trump declares national emergency","2020-03-13 :  Trump declares national emergency"
"joebiden",2020-03-13,1539398,6491,5,FALSE,1539,"Trump declares national emergency","2020-03-13 :  Trump declares national emergency"
"elizabethwarren",2020-03-13,2356554,2000,4,FALSE,2357,"Trump declares national emergency","2020-03-13 :  Trump declares national emergency"
"realdonaldtrump",2020-03-13,18123737,26922,2,TRUE,18124,"Trump declares national emergency","2020-03-13 :  Trump declares national emergency"
"sentedcruz",2020-03-13,459745,309,6,TRUE,460,"Trump declares national emergency","2020-03-13 :  Trump declares national emergency"
"barackobama",2020-03-14,27043965,11923,1,FALSE,27044,"Trump declares national emergency","2020-03-14 :  Trump declares national emergency"
"berniesanders",2020-03-14,4740516,11610,3,FALSE,4741,"Trump declares national emergency","2020-03-14 :  Trump declares national emergency"
"joebiden",2020-03-14,1545755,6357,5,FALSE,1546,"Trump declares national emergency","2020-03-14 :  Trump declares national emergency"
"elizabethwarren",2020-03-14,2359087,2533,4,FALSE,2359,"Trump declares national emergency","2020-03-14 :  Trump declares national emergency"
"realdonaldtrump",2020-03-14,18146725,22988,2,TRUE,18147,"Trump declares national emergency","2020-03-14 :  Trump declares national emergency"
"sentedcruz",2020-03-14,460059,314,6,TRUE,460,"Trump declares national emergency","2020-03-14 :  Trump declares national emergency"
"barackobama",2020-03-15,27059204,15239,1,FALSE,27059,"Trump declares national emergency","2020-03-15 :  Trump declares national emergency"
"berniesanders",2020-03-15,4749430,8914,3,FALSE,4749,"Trump declares national emergency","2020-03-15 :  Trump declares national emergency"
"joebiden",2020-03-15,1550641,4886,5,FALSE,1551,"Trump declares national emergency","2020-03-15 :  Trump declares national emergency"
"elizabethwarren",2020-03-15,2360858,1771,4,FALSE,2361,"Trump declares national emergency","2020-03-15 :  Trump declares national emergency"
"realdonaldtrump",2020-03-15,18186032,39307,2,TRUE,18186,"Trump declares national emergency","2020-03-15 :  Trump declares national emergency"
"sentedcruz",2020-03-15,460414,355,6,TRUE,460,"Trump declares national emergency","2020-03-15 :  Trump declares national emergency"
"barackobama",2020-03-16,27070027,10823,1,FALSE,27070,"Trump declares national emergency","2020-03-16 :  Trump declares national emergency"
"berniesanders",2020-03-16,4759672,10242,3,FALSE,4760,"Trump declares national emergency","2020-03-16 :  Trump declares national emergency"
"joebiden",2020-03-16,1558018,7377,5,FALSE,1558,"Trump declares national emergency","2020-03-16 :  Trump declares national emergency"
"elizabethwarren",2020-03-16,2363371,2513,4,FALSE,2363,"Trump declares national emergency","2020-03-16 :  Trump declares national emergency"
"realdonaldtrump",2020-03-16,18222648,36616,2,TRUE,18223,"Trump declares national emergency","2020-03-16 :  Trump declares national emergency"
"sentedcruz",2020-03-16,460866,452,6,TRUE,461,"Trump declares national emergency","2020-03-16 :  Trump declares national emergency"
"barackobama",2020-03-17,27078173,8146,1,FALSE,27078,"Trump declares national emergency","2020-03-17 :  Trump declares national emergency"
"berniesanders",2020-03-17,4769225,9553,3,FALSE,4769,"Trump declares national emergency","2020-03-17 :  Trump declares national emergency"
"joebiden",2020-03-17,1564003,5985,5,FALSE,1564,"Trump declares national emergency","2020-03-17 :  Trump declares national emergency"
"elizabethwarren",2020-03-17,2364916,1545,4,FALSE,2365,"Trump declares national emergency","2020-03-17 :  Trump declares national emergency"
"realdonaldtrump",2020-03-17,18250255,27607,2,TRUE,18250,"Trump declares national emergency","2020-03-17 :  Trump declares national emergency"
"sentedcruz",2020-03-17,461168,302,6,TRUE,461,"Trump declares national emergency","2020-03-17 :  Trump declares national emergency"
"barackobama",2020-03-18,27095812,17639,1,FALSE,27096,"Trump declares national emergency","2020-03-18 :  Trump declares national emergency"
"berniesanders",2020-03-18,4778165,8940,3,FALSE,4778,"Trump declares national emergency","2020-03-18 :  Trump declares national emergency"
"joebiden",2020-03-18,1570907,6904,5,FALSE,1571,"Trump declares national emergency","2020-03-18 :  Trump declares national emergency"
"elizabethwarren",2020-03-18,2366922,2006,4,FALSE,2367,"Trump declares national emergency","2020-03-18 :  Trump declares national emergency"
"realdonaldtrump",2020-03-18,18276881,26626,2,TRUE,18277,"Trump declares national emergency","2020-03-18 :  Trump declares national emergency"
"sentedcruz",2020-03-18,461442,274,6,TRUE,461,"Trump declares national emergency","2020-03-18 :  Trump declares national emergency"
"barackobama",2020-03-19,27107898,12086,1,FALSE,27108,"Trump declares national emergency","2020-03-19 :  Trump declares national emergency"
"berniesanders",2020-03-19,4787003,8838,3,FALSE,4787,"Trump declares national emergency","2020-03-19 :  Trump declares national emergency"
"joebiden",2020-03-19,1576988,6081,5,FALSE,1577,"Trump declares national emergency","2020-03-19 :  Trump declares national emergency"
"elizabethwarren",2020-03-19,2368752,1830,4,FALSE,2369,"Trump declares national emergency","2020-03-19 :  Trump declares national emergency"
"realdonaldtrump",2020-03-19,18312055,35174,2,TRUE,18312,"Trump declares national emergency","2020-03-19 :  Trump declares national emergency"
"sentedcruz",2020-03-19,461625,183,6,TRUE,462,"Trump declares national emergency","2020-03-19 :  Trump declares national emergency"
"barackobama",2020-03-20,27117872,9974,1,FALSE,27118,"Trump declares national emergency","2020-03-20 :  Trump declares national emergency"
"berniesanders",2020-03-20,4793769,6766,3,FALSE,4794,"Trump declares national emergency","2020-03-20 :  Trump declares national emergency"
"joebiden",2020-03-20,1584920,7932,5,FALSE,1585,"Trump declares national emergency","2020-03-20 :  Trump declares national emergency"
"elizabethwarren",2020-03-20,2369642,890,4,FALSE,2370,"Trump declares national emergency","2020-03-20 :  Trump declares national emergency"
"realdonaldtrump",2020-03-20,18350192,38137,2,TRUE,18350,"Trump declares national emergency","2020-03-20 :  Trump declares national emergency"
"sentedcruz",2020-03-20,461875,250,6,TRUE,462,"Trump declares national emergency","2020-03-20 :  Trump declares national emergency"
"barackobama",2020-03-21,27126642,8770,1,FALSE,27127,"Trump declares national emergency","2020-03-21 :  Trump declares national emergency"
"berniesanders",2020-03-21,4799044,5275,3,FALSE,4799,"Trump declares national emergency","2020-03-21 :  Trump declares national emergency"
"joebiden",2020-03-21,1592892,7972,5,FALSE,1593,"Trump declares national emergency","2020-03-21 :  Trump declares national emergency"
"elizabethwarren",2020-03-21,2371044,1402,4,FALSE,2371,"Trump declares national emergency","2020-03-21 :  Trump declares national emergency"
"realdonaldtrump",2020-03-21,18384080,33888,2,TRUE,18384,"Trump declares national emergency","2020-03-21 :  Trump declares national emergency"
"sentedcruz",2020-03-21,462122,247,6,TRUE,462,"Trump declares national emergency","2020-03-21 :  Trump declares national emergency"
"barackobama",2020-03-22,27135706,9064,1,FALSE,27136,"Trump declares national emergency","2020-03-22 :  Trump declares national emergency"
"berniesanders",2020-03-22,4804002,4958,3,FALSE,4804,"Trump declares national emergency","2020-03-22 :  Trump declares national emergency"
"joebiden",2020-03-22,1596929,4037,5,FALSE,1597,"Trump declares national emergency","2020-03-22 :  Trump declares national emergency"
"elizabethwarren",2020-03-22,2371460,416,4,FALSE,2371,"Trump declares national emergency","2020-03-22 :  Trump declares national emergency"
"realdonaldtrump",2020-03-22,18417405,33325,2,TRUE,18417,"Trump declares national emergency","2020-03-22 :  Trump declares national emergency"
"sentedcruz",2020-03-22,462182,60,6,TRUE,462,"Trump declares national emergency","2020-03-22 :  Trump declares national emergency"
"barackobama",2020-03-23,27144231,8525,1,FALSE,27144,"Trump declares national emergency","2020-03-23 :  Trump declares national emergency"
"berniesanders",2020-03-23,4809695,5693,3,FALSE,4810,"Trump declares national emergency","2020-03-23 :  Trump declares national emergency"
"joebiden",2020-03-23,1604316,7387,5,FALSE,1604,"Trump declares national emergency","2020-03-23 :  Trump declares national emergency"
"elizabethwarren",2020-03-23,2372860,1400,4,FALSE,2373,"Trump declares national emergency","2020-03-23 :  Trump declares national emergency"
"realdonaldtrump",2020-03-23,18448873,31468,2,TRUE,18449,"Trump declares national emergency","2020-03-23 :  Trump declares national emergency"
"sentedcruz",2020-03-23,462410,228,6,TRUE,462,"Trump declares national emergency","2020-03-23 :  Trump declares national emergency"
"barackobama",2020-03-24,27152687,8456,1,FALSE,27153,"Trump declares national emergency","2020-03-24 :  Trump declares national emergency"
"berniesanders",2020-03-24,4815335,5640,3,FALSE,4815,"Trump declares national emergency","2020-03-24 :  Trump declares national emergency"
"joebiden",2020-03-24,1611863,7547,5,FALSE,1612,"Trump declares national emergency","2020-03-24 :  Trump declares national emergency"
"elizabethwarren",2020-03-24,2374559,1699,4,FALSE,2375,"Trump declares national emergency","2020-03-24 :  Trump declares national emergency"
"realdonaldtrump",2020-03-24,18486939,38066,2,TRUE,18487,"Trump declares national emergency","2020-03-24 :  Trump declares national emergency"
"sentedcruz",2020-03-24,462855,445,6,TRUE,463,"Trump declares national emergency","2020-03-24 :  Trump declares national emergency"
"barackobama",2020-03-25,27163200,10513,1,FALSE,27163,"Trump declares national emergency","2020-03-25 :  Trump declares national emergency"
"berniesanders",2020-03-25,4820094,4759,3,FALSE,4820,"Trump declares national emergency","2020-03-25 :  Trump declares national emergency"
"joebiden",2020-03-25,1619698,7835,5,FALSE,1620,"Trump declares national emergency","2020-03-25 :  Trump declares national emergency"
"elizabethwarren",2020-03-25,2375416,857,4,FALSE,2375,"Trump declares national emergency","2020-03-25 :  Trump declares national emergency"
"realdonaldtrump",2020-03-25,18518760,31821,2,TRUE,18519,"Trump declares national emergency","2020-03-25 :  Trump declares national emergency"
"sentedcruz",2020-03-25,463913,1058,6,TRUE,464,"Trump declares national emergency","2020-03-25 :  Trump declares national emergency"
"barackobama",2020-03-26,27171026,7826,1,FALSE,27171,"US leads world in confirmed cases","2020-03-26 :  US leads world in confirmed cases"
"berniesanders",2020-03-26,4824101,4007,3,FALSE,4824,"US leads world in confirmed cases","2020-03-26 :  US leads world in confirmed cases"
"joebiden",2020-03-26,1625696,5998,5,FALSE,1626,"US leads world in confirmed cases","2020-03-26 :  US leads world in confirmed cases"
"elizabethwarren",2020-03-26,2376254,838,4,FALSE,2376,"US leads world in confirmed cases","2020-03-26 :  US leads world in confirmed cases"
"realdonaldtrump",2020-03-26,18555596,36836,2,TRUE,18556,"US leads world in confirmed cases","2020-03-26 :  US leads world in confirmed cases"
"sentedcruz",2020-03-26,464342,429,6,TRUE,464,"US leads world in confirmed cases","2020-03-26 :  US leads world in confirmed cases"
"barackobama",2020-03-27,27178924,7898,1,FALSE,27179,"US leads world in confirmed cases","2020-03-27 :  US leads world in confirmed cases"
"berniesanders",2020-03-27,4829630,5529,3,FALSE,4830,"US leads world in confirmed cases","2020-03-27 :  US leads world in confirmed cases"
"joebiden",2020-03-27,1633326,7630,5,FALSE,1633,"US leads world in confirmed cases","2020-03-27 :  US leads world in confirmed cases"
"elizabethwarren",2020-03-27,2377502,1248,4,FALSE,2378,"US leads world in confirmed cases","2020-03-27 :  US leads world in confirmed cases"
"realdonaldtrump",2020-03-27,18590989,35393,2,TRUE,18591,"US leads world in confirmed cases","2020-03-27 :  US leads world in confirmed cases"
"sentedcruz",2020-03-27,464536,194,6,TRUE,465,"US leads world in confirmed cases","2020-03-27 :  US leads world in confirmed cases"
"barackobama",2020-03-28,27185311,6387,1,FALSE,27185,"US leads world in confirmed cases","2020-03-28 :  US leads world in confirmed cases"
"berniesanders",2020-03-28,4835324,5694,3,FALSE,4835,"US leads world in confirmed cases","2020-03-28 :  US leads world in confirmed cases"
"joebiden",2020-03-28,1640322,6996,5,FALSE,1640,"US leads world in confirmed cases","2020-03-28 :  US leads world in confirmed cases"
"elizabethwarren",2020-03-28,2376932,-570,4,FALSE,2377,"US leads world in confirmed cases","2020-03-28 :  US leads world in confirmed cases"
"realdonaldtrump",2020-03-28,18624082,33093,2,TRUE,18624,"US leads world in confirmed cases","2020-03-28 :  US leads world in confirmed cases"
"sentedcruz",2020-03-28,464757,221,6,TRUE,465,"US leads world in confirmed cases","2020-03-28 :  US leads world in confirmed cases"
"barackobama",2020-03-29,27196788,11477,1,FALSE,27197,"US leads world in confirmed cases","2020-03-29 :  US leads world in confirmed cases"
"berniesanders",2020-03-29,4840135,4811,3,FALSE,4840,"US leads world in confirmed cases","2020-03-29 :  US leads world in confirmed cases"
"joebiden",2020-03-29,1647222,6900,5,FALSE,1647,"US leads world in confirmed cases","2020-03-29 :  US leads world in confirmed cases"
"elizabethwarren",2020-03-29,2377062,130,4,FALSE,2377,"US leads world in confirmed cases","2020-03-29 :  US leads world in confirmed cases"
"realdonaldtrump",2020-03-29,18657401,33319,2,TRUE,18657,"US leads world in confirmed cases","2020-03-29 :  US leads world in confirmed cases"
"sentedcruz",2020-03-29,464950,193,6,TRUE,465,"US leads world in confirmed cases","2020-03-29 :  US leads world in confirmed cases"
"barackobama",2020-03-30,27204985,8197,1,FALSE,27205,"US leads world in confirmed cases","2020-03-30 :  US leads world in confirmed cases"
"berniesanders",2020-03-30,4844214,4079,3,FALSE,4844,"US leads world in confirmed cases","2020-03-30 :  US leads world in confirmed cases"
"joebiden",2020-03-30,1653996,6774,5,FALSE,1654,"US leads world in confirmed cases","2020-03-30 :  US leads world in confirmed cases"
"elizabethwarren",2020-03-30,2377490,428,4,FALSE,2377,"US leads world in confirmed cases","2020-03-30 :  US leads world in confirmed cases"
"realdonaldtrump",2020-03-30,18685184,27783,2,TRUE,18685,"US leads world in confirmed cases","2020-03-30 :  US leads world in confirmed cases"
"sentedcruz",2020-03-30,465121,171,6,TRUE,465,"US leads world in confirmed cases","2020-03-30 :  US leads world in confirmed cases"
"barackobama",2020-03-31,27212065,7080,1,FALSE,27212,"US leads world in confirmed cases","2020-03-31 :  US leads world in confirmed cases"
"berniesanders",2020-03-31,4847795,3581,3,FALSE,4848,"US leads world in confirmed cases","2020-03-31 :  US leads world in confirmed cases"
"joebiden",2020-03-31,1660544,6548,5,FALSE,1661,"US leads world in confirmed cases","2020-03-31 :  US leads world in confirmed cases"
"elizabethwarren",2020-03-31,2378076,586,4,FALSE,2378,"US leads world in confirmed cases","2020-03-31 :  US leads world in confirmed cases"
"realdonaldtrump",2020-03-31,18714417,29233,2,TRUE,18714,"US leads world in confirmed cases","2020-03-31 :  US leads world in confirmed cases"
"sentedcruz",2020-03-31,465277,156,6,TRUE,465,"US leads world in confirmed cases","2020-03-31 :  US leads world in confirmed cases"
"barackobama",2020-04-01,27218817,6752,1,FALSE,27219,"US leads world in confirmed cases","2020-04-01 :  US leads world in confirmed cases"
"berniesanders",2020-04-01,4852652,4857,3,FALSE,4853,"US leads world in confirmed cases","2020-04-01 :  US leads world in confirmed cases"
"joebiden",2020-04-01,1668024,7480,5,FALSE,1668,"US leads world in confirmed cases","2020-04-01 :  US leads world in confirmed cases"
