,tweet_id,is_retweet,time,text,replies,retweets,likes
248,1253295683836219393,False,2020-04-23 05:12:30,Thank you to Harvard and all others! https://twitter.com/CLewandowski_/status/1253105147309445120 …,1999,8851,46590
249,1253107830560886785,True,2020-04-22 16:46:03,"“We are determined to protect our African American, Hispanic American, and minority workers who have been hit so hard by this hidden enemy.” – @realDonaldTrump pic.twitter.com/e452eaIvSs",1376,5251,21250
250,1253295028509835264,False,2020-04-23 05:09:54,.@foxandfriends  We now have many Ventilators to spare. Thank you to all! https://twitter.com/Mike_Pence/status/1253123932280041473 …,2758,8078,37793
251,1253139952226971649,True,2020-04-22 18:53:41,"""As President, I am absolutely determined to deliver a great future for Americans of every race, religion, color, and creed."" 

— President @realDonaldTrump pic.twitter.com/QvW4a3YhPh",8371,14203,63381
252,1253083372038963200,True,2020-04-22 15:08:51,LIVE: Press Briefing with Coronavirus Task Force https://www.pscp.tv/w/cW9mczFxTFFHVnJ5UkFKRUp8MXlOR2FRdmRFQlZHaqb-eSUeB0JwOEDRMRMxlSJV13xHBZ9RUeXOePGyOAnQ …,9863,6882,25032
253,1253064464053739525,False,2020-04-22 13:53:43,I will be having a White House Press Conference today at 5:45 P.M. Thank you!,20472,15841,121870
254,1252991946320015360,True,2020-04-22 09:05:34,LIVE: POTUS & FLOTUS Participate in Tree Planting Ceremony https://www.pscp.tv/w/cW8RTjFxTFFHVnJ5UkFKRUp8MXlOR2FRdmxNanJHagaOSBysES3oY0xl7zPyOYOWx5UleN7NCZmg2E2pq8Zr …,5334,8869,34661
255,1252934447487385600,True,2020-04-22 05:17:05,pic.twitter.com/WP3pKEiBhU,3117,12685,40189
256,1252964659960971265,False,2020-04-22 07:17:08,CDC Director was totally misquoted by Fake News @CNN on Covid 19. He will be putting out a statement.,18811,26191,115794
257,1252964030253318147,False,2020-04-22 07:14:38,"Another FALSE ad by the Do Nothing Democrats. Almost all of their ads are False or Misleading, and the Fake News loves it! https://twitter.com/Nvr4Get91101/status/1252933350693703683 …",7987,16557,56754
258,1252960830255173634,False,2020-04-22 07:01:55,Sleepy Joe thought this was OK. Not me! https://twitter.com/HeshmatAlavi/status/1252934810504495105 …,8690,25201,88520
259,1252932181447630848,False,2020-04-22 05:08:05,I have instructed the United States Navy to shoot down and destroy any and all Iranian gunboats if they harass our ships at sea.,69679,88902,454115
